HRU_ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
4367,1,28,1,28,1,28,1,28,1,28,1,28
4364,1,28,1,28,1,28,1,28,1,28,1,28
4365,1,28,1,28,1,28,1,28,1,28,1,28
11221,1,1,1,1,1,1,1,1,52,1,1,1
11222,1,16,1,16,1,16,16,16,16,16,16,1
11223,1,1,1,1,1,1,1,1,1,1,1,1
1030,16,16,12,16,16,16,16,16,16,16,1,16
1031,27,1,28,1,1,1,28,1,28,28,1,28
1032,16,16,12,16,16,16,16,1,16,28,1,28
1033,43,28,1,28,1,1,28,1,1,28,1,28
1034,16,28,12,28,1,16,1,28,1,16,16,16
1035,1,28,1,28,1,28,1,28,1,28,1,28
1036,28,1,28,43,28,43,28,43,43,43,28,1
11225,16,16,16,16,16,16,16,16,16,16,16,16
11226,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3564,16,16,12,16,16,16,16,16,16,16,16,12
3661,12,5,12,52,16,5,52,52,52,52,16,12
3657,16,16,12,16,16,16,16,16,16,16,16,12
3658,16,16,12,16,16,16,16,16,16,16,16,12
3659,12,16,12,16,52,16,52,52,52,52,52,52
3660,12,12,12,52,52,1,52,52,52,52,52,52
4682,73,28,43,43,28,70,52,52,52,52,19,70
2330,1,28,1,28,1,28,1,28,1,27,1,28
8257,16,16,12,16,16,16,16,52,52,52,52,52
8258,16,16,12,16,16,16,16,52,52,52,52,52
5506,28,1,28,1,28,1,28,1,28,1,28,1
5505,1,28,28,1,28,1,28,28,28,52,52,52
5502,28,28,28,1,28,1,122,1,28,1,28,1
5501,28,28,27,27,28,19,27,28,28,28,70,28
5504,28,28,52,52,52,28,122,52,122,52,28,70
5503,43,43,43,43,43,43,43,43,43,43,43,43
5498,28,28,5,5,28,43,81,81,81,81,70,28
5497,28,28,5,5,28,43,81,81,81,81,70,28
5500,28,28,52,52,52,28,122,52,122,52,28,70
5499,28,28,52,52,52,28,122,52,122,52,28,70
2373,28,28,28,28,28,28,28,1,28,1,28,1
2372,28,1,28,1,28,1,28,1,28,1,28,1
2375,1,70,1,28,1,28,1,28,1,28,1,28
2374,28,28,1,28,1,28,28,1,28,1,1,28
2376,70,28,1,28,1,28,1,70,28,1,28,1
112,70,19,70,19,19,81,81,73,81,81,122,122
113,19,19,1,19,19,19,19,19,19,63,70,52
110,70,19,70,19,19,81,81,73,52,81,122,122
111,70,19,70,19,19,81,81,73,52,81,122,122
116,19,70,70,19,19,81,81,73,81,81,19,122
117,19,70,28,19,19,19,63,73,19,63,19,70
114,19,70,19,70,19,81,81,73,81,70,19,21
115,19,70,19,70,81,81,81,81,81,70,19,21
7830,52,52,52,52,12,52,52,1,52,27,1,28
7831,52,52,52,52,52,52,52,52,52,52,52,52
7832,52,52,52,52,12,52,52,52,52,52,1,28
119,19,70,28,19,19,19,63,73,19,63,19,70
7826,52,52,12,52,16,52,52,52,52,52,52,52
7827,52,52,52,52,12,52,52,52,52,52,52,52
7828,52,52,52,52,52,52,52,52,52,52,52,52
7829,52,52,12,1,12,4,52,52,5,52,1,28
3477,16,16,12,16,16,16,16,16,16,16,16,12
3476,16,16,12,16,16,16,16,16,16,1,28,1
3479,1,1,12,1,16,16,16,16,16,16,16,16
3478,12,12,12,16,16,16,16,16,16,16,16,16
3473,16,16,12,16,16,16,16,16,16,16,16,12
3472,16,16,12,16,16,16,16,16,16,16,16,12
3475,16,16,12,16,16,16,16,16,16,16,16,12
3474,16,16,12,16,16,16,16,16,16,16,16,12
5456,52,52,12,52,52,52,52,52,52,52,52,52
5455,52,52,52,52,52,52,52,52,52,52,52,52
3481,16,16,12,16,16,16,16,16,16,16,16,16
3480,16,16,12,16,16,16,16,16,16,16,16,12
2403,1,28,1,28,1,28,1,28,1,28,1,28
2402,1,28,1,28,1,28,1,28,1,28,1,28
2401,1,28,1,28,1,28,1,28,1,28,1,28
2400,1,28,1,28,1,28,1,28,1,28,1,28
2399,1,28,1,28,1,28,1,28,1,28,1,28
2398,1,28,1,28,1,28,1,28,1,28,1,28
2397,1,28,1,28,1,28,1,28,1,28,1,28
2396,1,28,1,28,1,28,1,28,1,28,1,28
2405,27,1,28,1,27,1,1,1,1,1,1,16
2404,28,1,28,1,28,1,28,1,28,1,28,1
6232,16,16,12,16,1,16,16,16,16,16,16,16
9496,52,52,52,52,52,52,52,52,52,52,52,52
3563,16,16,12,16,16,16,16,16,16,16,16,12
2618,43,16,28,28,1,28,43,28,1,28,43,43
2617,27,1,28,1,28,1,1,1,1,1,1,16
2620,27,1,28,1,1,1,1,1,1,1,1,16
2619,43,19,28,28,1,28,43,27,1,28,43,43
2614,1,28,12,28,16,16,16,16,16,1,16,28
2613,28,16,12,16,28,16,16,16,1,28,16,16
2616,27,1,28,1,16,1,1,1,1,1,1,16
2615,27,1,16,1,28,1,28,1,28,27,1,27
2622,27,27,28,27,27,28,1,28,1,28,1,28
2621,27,1,28,1,28,1,28,1,28,27,1,27
10966,1,52,1,28,1,1,1,28,1,19,1,1
10967,5,52,12,28,16,1,1,28,16,16,1,16
6681,1,28,1,28,70,19,43,43,70,19,27,70
9495,16,28,12,16,28,28,28,16,16,16,1,52
10962,1,52,12,1,1,1,1,1,1,1,1,1
10963,1,52,12,12,1,16,1,1,1,1,1,1
10960,1,1,12,1,1,1,1,1,1,1,1,1
10961,52,52,12,1,52,1,52,1,1,1,52,52
10968,1,1,12,1,1,1,1,1,1,1,1,16
10969,16,1,12,1,1,16,1,52,1,1,1,1
9337,27,28,52,52,52,52,52,52,52,27,28,52
9338,28,63,28,27,63,52,52,52,52,52,52,28
3669,16,16,12,16,16,16,16,16,16,16,16,12
3670,52,16,5,16,16,5,5,5,5,5,5,5
3663,16,16,12,16,16,16,16,16,16,16,16,16
3664,16,16,12,16,16,16,16,16,16,16,16,12
9331,28,28,70,73,28,19,63,70,73,27,63,27
3662,16,16,12,16,16,16,16,16,16,16,16,16
3667,16,16,12,16,16,16,16,16,16,16,16,12
3668,16,16,12,16,16,16,16,16,16,16,16,12
3665,16,16,12,16,16,16,16,16,16,16,16,12
3666,16,16,12,16,16,16,16,16,16,16,16,12
6680,1,28,1,28,1,28,1,43,70,28,27,70
9197,27,28,28,28,28,28,1,28,1,28,1,28
9198,27,28,1,28,1,28,1,28,1,28,1,28
9193,28,1,28,27,28,1,28,27,1,27,1,28
9194,52,31,28,27,52,52,52,52,52,27,28,52
9195,27,27,52,52,52,52,52,52,52,27,27,19
9196,27,28,28,28,28,28,1,28,1,28,1,28
9189,27,28,28,27,28,1,28,27,1,27,1,28
9190,27,28,28,27,28,1,28,27,1,27,1,28
9191,1,1,28,27,28,1,28,27,1,27,1,28
9192,1,1,28,27,28,1,28,27,1,27,1,28
5171,52,52,52,52,52,52,52,52,52,52,52,52
4683,16,28,12,16,16,16,16,16,16,16,16,16
5112,16,16,12,16,16,16,16,16,16,16,16,16
1816,28,28,1,28,1,28,1,28,1,28,1,28
1815,28,28,1,28,1,28,1,28,1,28,1,28
1818,52,28,28,1,28,1,28,1,1,28,1,28
1817,52,28,28,1,28,28,28,1,1,28,1,28
1812,27,1,28,1,28,19,70,28,1,28,70,28
1811,27,1,28,1,28,1,28,1,28,28,1,1
1814,27,28,1,28,1,28,1,28,1,28,1,28
1813,27,1,28,1,28,1,70,28,1,28,70,28
5110,16,16,12,16,16,16,16,16,16,16,16,16
1820,1,28,1,1,1,28,1,1,28,1,1,1
1819,52,28,28,1,28,1,28,1,1,28,1,28
4684,63,52,52,52,43,28,73,70,16,52,19,16
4658,16,12,12,16,52,16,16,52,16,16,16,52
4657,11,12,12,16,52,16,52,52,52,52,52,52
4656,16,12,12,16,52,16,52,52,52,52,52,52
4655,16,16,12,16,16,16,52,52,52,52,52,52
4654,16,12,12,52,52,16,52,52,52,52,52,52
4653,16,16,12,52,16,16,52,52,52,52,52,52
4652,11,12,12,12,52,16,52,52,52,52,52,52
6917,1,28,1,28,1,28,1,28,1,28,1,28
4869,1,43,43,43,28,1,1,43,43,28,70,28
4868,16,16,12,16,16,16,16,16,16,16,16,16
4867,16,16,12,16,16,16,16,16,16,16,16,16
4866,16,16,12,16,16,16,16,16,16,16,16,16
6912,28,28,28,1,28,1,28,1,28,1,28,1
6911,28,28,28,1,28,1,28,1,28,1,28,1
6910,122,81,27,27,27,28,43,43,43,27,1,28
4659,11,12,12,52,52,16,52,52,52,52,52,52
1893,1,28,1,28,1,28,1,28,1,28,1,28
1892,1,28,1,28,1,28,1,28,1,28,1,28
1895,1,28,1,28,1,28,1,28,1,28,1,28
1894,1,28,1,28,1,28,1,28,1,28,1,28
1897,28,28,1,28,52,52,52,28,1,28,1,28
1896,1,28,1,28,1,28,1,28,1,28,1,28
1899,1,28,1,28,1,28,1,28,1,28,1,28
1898,1,28,1,28,1,28,1,28,1,28,1,28
1901,16,16,12,52,16,16,52,52,52,52,52,52
1900,1,28,1,28,1,28,1,28,28,28,1,28
4008,28,1,28,1,28,1,28,1,28,1,28,1
3411,52,27,52,52,52,52,52,52,52,52,52,52
3412,52,52,52,52,5,52,52,52,52,52,52,52
3409,16,16,12,16,16,16,16,16,16,16,16,12
3410,28,16,12,16,16,16,16,16,16,16,16,12
3415,52,52,52,52,52,52,52,52,52,52,52,52
3416,1,1,1,1,1,1,1,1,1,1,1,52
3413,52,52,52,52,52,52,52,52,52,52,52,52
3414,52,52,52,52,52,52,52,52,52,52,52,52
3417,16,16,12,1,16,12,52,16,1,16,16,16
3418,1,28,52,1,1,1,1,1,1,1,1,52
3614,8,8,8,8,8,8,8,8,8,8,8,8
3615,8,8,8,8,8,8,8,8,8,8,8,8
3612,16,16,12,16,16,16,16,16,16,16,16,16
3613,16,16,12,16,16,16,16,16,16,16,16,16
3104,52,52,28,28,28,19,19,19,19,19,27,28
3611,16,16,12,16,16,16,16,16,16,16,16,16
3608,16,16,12,16,16,16,16,16,16,16,16,12
3609,16,16,16,16,16,16,16,16,16,16,16,12
3100,16,16,12,16,16,16,16,16,16,16,16,16
3607,16,16,12,16,16,16,16,16,16,16,16,16
1508,28,28,1,28,28,1,28,70,28,1,1,70
1507,28,28,1,28,28,1,28,70,28,1,1,70
1506,1,28,1,28,28,28,1,70,28,1,1,70
1505,1,28,1,28,1,28,1,28,28,1,1,1
1512,27,28,28,28,28,1,28,1,28,1,1,1
1511,28,1,28,19,27,1,28,1,43,43,28,1
1510,28,63,43,27,73,28,19,70,43,52,52,27
1509,28,52,28,43,43,70,52,52,52,52,52,19
7396,27,27,28,1,28,1,28,28,1,28,1,28
7395,28,1,28,1,28,1,28,28,28,1,28,1
1514,27,1,28,63,70,28,1,1,70,28,1,28
1513,43,43,28,19,28,19,28,43,43,28,19,43
7400,28,1,28,1,28,1,28,1,28,1,28,1
7399,63,28,1,28,1,28,1,28,1,28,1,28
7402,12,16,12,12,1,16,28,16,1,1,1,16
7401,28,1,28,1,28,63,28,1,28,1,28,1
8988,28,63,28,1,28,1,28,1,28,1,28,63
3694,8,8,12,8,8,8,8,8,8,8,8,8
8989,28,63,28,63,28,63,28,1,28,1,28,63
6665,52,52,70,16,43,43,16,73,16,16,70,43
3695,8,8,12,8,8,8,8,8,8,8,8,8
133,16,16,16,16,16,16,16,16,16,16,16,16
2150,1,28,1,28,1,28,1,1,28,1,1,1
2149,1,28,1,28,1,28,1,1,28,1,1,1
2146,1,28,1,28,1,28,1,28,1,28,1,28
2145,1,28,1,28,1,28,1,28,1,28,1,28
2148,27,28,28,1,28,28,28,1,28,1,1,1
2147,1,28,1,28,1,28,1,28,1,28,1,28
2142,1,28,1,28,1,28,1,28,1,28,1,28
2141,1,28,1,28,1,28,1,28,1,28,1,28
2144,1,28,1,28,1,28,1,28,1,28,1,28
2143,1,28,1,28,1,28,1,28,1,28,1,28
6483,16,16,12,16,16,16,16,16,16,16,16,16
4210,16,16,12,16,16,16,16,16,16,16,16,1
6475,16,16,12,16,16,16,16,16,16,16,16,16
6474,16,16,12,16,16,16,16,16,16,16,16,16
6477,16,16,12,16,16,16,16,16,16,16,16,16
137,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
6479,16,16,12,16,16,16,16,16,16,16,16,16
6478,16,16,12,16,16,16,16,16,16,16,16,16
6481,16,16,12,16,16,16,16,16,16,16,16,16
6480,16,16,12,16,16,16,16,16,16,16,16,16
8551,27,28,28,28,28,52,52,52,52,52,52,1
8550,1,1,12,1,1,1,52,1,1,1,1,52
8545,52,52,10,10,52,52,52,10,10,52,52,52
8544,5,5,5,5,5,5,5,5,5,5,5,5
8543,5,5,5,5,5,5,5,5,5,5,5,5
8542,16,28,12,28,28,16,16,16,16,16,16,16
8549,1,16,12,16,16,16,16,16,16,16,16,16
8548,52,52,12,52,1,12,52,52,52,52,52,52
8547,1,28,1,28,1,28,1,28,1,28,1,28
8546,1,16,12,28,16,1,1,1,1,1,1,28
7951,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7950,70,28,70,28,70,28,52,52,52,52,28,52
7949,16,16,16,16,16,16,16,16,16,16,16,16
7948,16,16,12,16,16,16,16,16,16,16,16,16
7947,16,16,16,16,16,16,16,16,16,16,16,16
7946,16,16,16,16,16,16,16,16,16,16,16,16
7945,16,16,12,16,16,16,16,16,16,16,16,12
7944,16,16,12,16,16,16,16,16,16,16,16,12
7953,28,52,52,52,1,19,28,19,28,19,27,19
7952,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1737,27,1,28,1,28,1,28,1,28,1,1,28
1738,27,1,28,1,28,1,28,1,28,1,1,28
1735,27,1,28,1,28,1,28,1,28,1,1,1
9438,70,28,75,28,52,52,52,70,28,73,28,21
11166,16,16,52,16,16,16,16,16,16,16,16,16
1736,27,1,28,1,28,1,28,1,28,28,1,28
11160,16,16,16,16,16,16,16,16,16,16,16,16
1733,27,1,28,1,28,1,28,1,28,28,1,1
11158,16,16,16,16,16,16,16,16,16,16,16,16
11157,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11164,70,27,21,70,43,73,21,43,73,70,43,43
11163,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
11162,URMD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
6049,28,1,28,1,27,1,1,1,1,28,1,28
1731,16,16,12,16,16,16,16,16,16,16,16,12
1732,16,16,12,16,16,16,16,16,16,16,16,12
10421,28,28,28,28,28,70,28,28,28,28,70,28
255,70,73,70,28,70,19,70,52,70,5,70,52
254,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
4247,16,16,12,16,16,16,16,16,16,16,16,12
4248,16,16,12,16,16,16,16,16,16,16,16,12
4249,16,16,12,16,16,16,16,16,16,16,16,12
4250,16,16,12,16,16,16,16,16,16,16,16,12
4244,16,16,12,16,16,16,16,16,16,16,16,16
4245,16,16,12,16,16,16,16,16,16,16,16,12
4246,16,16,12,16,16,16,16,16,16,16,16,12
4251,16,16,12,16,16,16,16,16,16,16,16,12
4252,16,16,12,16,16,16,16,16,16,16,16,12
3861,16,16,12,16,16,16,16,16,16,16,16,16
3860,16,16,12,16,16,16,16,16,16,16,16,16
5740,1,28,1,28,1,28,1,27,1,1,1,16
5741,28,1,28,1,28,1,1,28,1,1,1,1
5735,28,1,28,1,28,1,1,16,1,1,1,10
5736,28,1,28,1,28,1,28,1,28,1,28,1
5737,1,28,1,28,1,28,1,16,1,1,16,16
3853,27,28,1,28,1,28,1,28,1,28,1,28
3855,16,28,12,28,1,28,1,28,1,28,1,28
3854,27,28,1,28,1,28,1,28,1,28,1,28
5742,1,1,12,1,28,1,1,16,1,16,1,16
3856,16,16,12,16,16,16,16,16,16,16,16,16
3859,16,16,12,16,16,16,16,16,16,16,16,16
3858,16,16,12,16,16,16,16,16,16,16,16,16
3687,16,16,12,16,16,16,16,16,16,16,16,12
896,70,28,28,28,70,28,73,28,52,52,28,63
3688,16,16,12,16,16,16,16,16,16,16,16,12
9949,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
9235,52,52,52,52,52,52,5,52,52,52,52,52
3690,16,16,12,16,16,16,16,16,16,16,16,12
1186,28,28,28,28,63,28,28,28,28,28,63,28
1187,28,12,12,1,12,28,1,28,1,28,1,28
1188,28,28,63,28,28,63,28,28,63,28,63,28
1189,28,1,28,1,28,1,28,1,28,1,28,1
5245,43,70,28,27,16,28,19,70,28,1,70,28
5246,28,1,28,1,28,1,28,1,28,1,28,1
1192,28,28,63,28,63,28,63,28,63,28,70,28
1193,28,28,28,28,28,63,28,28,28,63,28,1
1194,28,28,63,28,28,63,28,28,63,28,63,28
5242,43,70,28,27,70,28,19,70,28,27,70,28
5243,27,28,81,27,81,81,81,81,1,1,1,1
5244,43,70,28,27,70,28,19,70,28,27,70,28
5237,70,43,28,43,43,43,70,43,43,43,43,43
5238,70,43,28,43,43,43,70,43,43,43,43,43
5239,70,43,28,43,28,43,70,43,43,43,43,43
5240,16,28,28,16,28,43,16,16,16,16,28,16
3691,16,16,12,16,16,16,16,16,16,16,16,16
9233,28,28,52,52,28,52,52,28,52,52,52,52
4010,28,28,27,1,28,1,28,1,28,1,27,1
4011,28,28,27,1,28,1,28,1,28,1,27,1
3927,16,16,12,16,16,16,16,16,16,16,16,12
4009,28,1,28,1,28,1,28,1,28,1,28,1
3921,52,52,52,52,52,52,28,52,52,52,52,52
4015,1,28,1,28,1,28,1,28,1,28,1,28
4012,27,1,28,1,28,1,28,1,27,1,28,1
4013,27,1,28,1,28,1,28,1,27,1,28,1
4016,27,1,27,27,27,27,28,1,43,70,28,28
4017,19,27,19,27,19,1,28,1,28,1,28,70
3929,16,16,12,16,16,16,16,16,16,16,16,12
3928,16,16,12,16,16,16,16,16,16,16,16,12
612,1,28,1,28,1,28,1,28,1,28,1,28
3693,16,16,12,16,16,16,16,16,16,16,16,12
4728,1,28,1,28,1,28,1,28,1,28,1,28
4729,28,28,1,28,27,1,28,27,1,28,1,28
4726,1,28,1,28,1,28,1,28,1,28,1,28
4727,1,28,1,28,1,28,1,28,1,28,1,28
4724,63,28,63,28,63,28,63,28,63,28,63,28
4725,28,28,28,28,1,28,1,28,1,28,1,28
4722,1,28,1,28,1,28,1,28,1,28,1,28
4723,63,28,1,28,1,28,1,28,63,28,63,28
4720,1,28,1,28,1,28,1,28,1,28,1,28
4721,1,28,1,28,1,28,1,28,1,28,1,28
5278,16,16,12,16,16,16,16,16,16,16,16,16
1979,28,1,28,1,28,1,28,1,28,27,27,1
6069,52,19,5,19,19,5,5,19,4,52,5,52
10788,52,52,28,19,70,19,73,1,52,52,52,52
10786,16,16,28,16,16,16,16,16,16,16,28,19
10787,122,16,12,16,19,28,16,28,52,52,52,16
10784,63,70,43,43,28,73,21,28,1,70,63,70
10785,1,70,1,1,28,1,1,1,1,1,63,70
6063,28,43,28,27,28,28,28,28,28,28,63,70
4608,43,43,52,52,52,52,52,70,43,43,70,70
4609,28,70,28,27,70,28,43,70,28,27,70,28
4604,27,70,28,73,70,28,19,70,28,19,70,28
4605,1,28,1,28,1,28,1,28,1,1,75,1
4606,43,43,52,52,52,52,52,27,43,43,28,70
4607,43,43,52,52,28,27,52,27,27,70,28,70
4600,70,28,27,70,28,4,70,27,52,70,28,21
4601,28,28,19,70,28,43,28,28,70,28,16,70
4602,28,28,19,70,28,43,28,28,70,28,19,73
4603,28,27,70,28,27,70,28,27,70,28,27,70
2551,28,28,27,27,28,27,1,28,1,28,1,28
4483,43,52,52,52,19,52,63,19,52,52,52,52
4482,28,28,19,28,28,43,122,122,52,81,28,70
4380,1,28,1,28,1,28,1,28,1,28,1,28
4381,28,27,70,28,27,70,28,63,70,28,63,70
4382,28,27,70,28,27,70,28,63,70,28,63,70
4383,27,1,28,1,28,1,28,1,28,1,28,1
4384,27,1,28,1,28,1,28,1,28,1,28,1
4385,27,1,28,1,28,1,28,1,28,1,28,1
4386,27,1,28,1,28,1,28,1,28,1,28,1
4387,27,1,28,1,28,1,28,1,28,1,28,1
4388,28,1,28,1,28,1,28,1,28,1,28,1
4389,28,1,28,1,28,1,28,1,28,1,28,1
900,28,16,12,16,16,16,16,16,16,16,16,16
4489,43,52,52,52,19,52,63,19,52,52,52,52
901,28,16,12,16,19,16,16,16,16,52,52,28
1534,16,16,12,16,16,16,16,16,16,16,16,16
4488,52,52,52,52,19,52,63,52,52,52,52,52
748,1,28,1,1,1,28,1,1,1,1,28,1
749,1,1,12,1,1,1,1,1,1,1,28,1
899,28,16,12,28,1,16,73,52,52,19,19,28
744,28,28,28,28,1,28,28,28,1,28,1,28
745,1,28,1,28,1,28,1,28,1,28,1,28
746,1,28,1,28,1,28,1,28,1,28,1,28
747,1,28,1,28,1,28,1,28,1,28,1,28
740,28,1,28,1,28,1,28,1,28,1,28,1
741,28,63,28,63,28,63,28,63,28,63,28,63
742,27,28,1,28,1,75,1,28,63,28,63,28
743,28,16,12,16,16,16,1,16,16,16,16,16
894,70,28,28,28,70,28,73,28,52,52,28,63
375,28,27,1,28,27,1,28,27,28,27,28,27
895,70,28,28,28,70,28,73,28,52,52,28,63
4971,1,28,1,28,1,28,1,28,1,28,1,28
893,70,28,28,28,70,28,73,28,52,52,28,63
5480,28,16,28,1,28,1,28,1,28,1,28,21
5479,28,63,28,63,28,1,28,63,28,28,28,21
5478,28,28,28,1,28,1,28,1,28,1,28,1
5477,122,122,81,81,19,19,19,70,73,43,43,21
5484,28,28,19,52,52,52,52,52,43,52,19,70
5483,28,28,19,52,52,52,52,52,43,52,19,70
5482,28,28,28,28,43,43,43,73,70,28,43,63
5481,28,28,28,28,43,43,43,73,70,28,43,63
5486,28,28,70,28,19,19,28,43,43,73,28,70
5485,28,28,19,52,52,52,52,52,43,52,19,70
2746,16,16,12,16,16,16,16,16,16,16,16,12
138,27,70,19,19,70,19,70,28,19,52,27,1
139,27,70,19,19,70,19,70,28,19,1,52,1
8990,28,1,28,1,28,1,28,1,28,1,28,1
8991,28,1,28,1,28,1,28,1,28,1,28,1
8984,1,28,12,28,1,16,16,28,16,16,16,16
8985,1,28,1,28,1,28,1,28,1,28,1,28
8986,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
8987,28,1,28,1,28,63,28,1,28,1,28,1
130,1,70,19,70,81,81,81,73,81,70,19,21
131,1,70,19,70,81,81,81,81,81,70,19,21
132,1,70,19,70,81,81,81,81,81,70,19,21
1611,27,28,1,28,1,28,1,28,1,1,1,1
8992,1,28,1,28,1,28,1,28,1,1,1,1
8993,28,1,28,1,28,1,28,1,28,1,28,1
136,URLD,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
372,75,28,63,28,28,63,28,28,63,28,28,63
2744,16,16,12,16,16,16,16,16,16,16,1,28
2425,16,16,12,16,16,16,16,16,1,28,1,28
2424,16,16,12,16,16,16,16,16,16,16,16,16
2421,16,16,12,16,16,16,16,16,16,16,16,16
2420,28,1,28,1,28,1,28,1,28,1,16,16
2423,52,52,31,31,52,52,52,52,52,52,52,1
2422,28,1,28,1,28,1,28,1,28,1,28,1
2417,1,1,28,1,1,28,1,1,28,1,28,1
2416,52,52,12,52,52,52,52,52,52,52,52,52
2419,1,16,12,28,52,12,52,1,1,1,1,16
2418,52,52,52,52,5,52,52,52,52,52,52,52
6367,16,16,12,16,16,16,16,16,16,16,16,12
6366,16,16,12,16,16,16,16,16,16,16,16,16
6359,52,52,12,16,5,16,16,16,16,16,16,16
6361,52,52,12,28,16,16,16,16,16,16,16,52
6360,12,12,12,28,16,16,16,16,16,16,16,16
6363,16,16,12,16,16,16,16,16,16,16,16,12
6362,63,52,52,28,28,31,52,1,5,1,1,52
6365,16,16,12,16,16,16,16,16,16,16,16,12
6364,16,16,12,16,16,16,16,16,16,16,16,16
1310,28,52,28,28,28,52,28,52,52,52,52,52
2602,1,28,1,28,1,28,1,1,28,1,1,28
2601,1,28,1,28,1,28,1,28,1,28,1,28
2596,43,28,52,52,52,52,52,52,28,52,52,28
2595,52,28,52,52,28,52,52,52,52,52,52,52
2594,43,43,28,70,43,43,73,52,52,52,19,43
2593,43,43,28,70,43,43,73,52,52,52,19,43
2600,16,16,12,16,16,16,16,16,16,16,16,12
2599,16,16,16,16,1,16,16,16,1,1,1,1
2598,52,52,43,43,28,52,52,52,52,52,52,52
2597,28,70,28,43,43,43,28,70,28,43,43,28
9397,27,28,1,28,1,28,1,28,1,28,1,28
9398,27,28,1,28,1,28,1,28,1,28,1,28
9395,27,28,1,28,1,28,1,28,1,28,1,28
9396,27,28,1,28,1,28,1,28,1,28,1,28
9393,28,1,28,1,28,1,28,1,28,1,28,1
9394,28,1,28,1,28,1,28,1,28,1,28,1
9391,52,52,52,28,75,43,52,73,28,27,75,28
9392,75,19,27,28,52,52,52,4,28,75,28,52
9389,27,28,28,27,1,28,1,28,1,28,1,28
9390,28,52,52,52,52,75,28,52,52,52,52,28
6245,52,52,52,27,19,52,52,52,70,52,52,52
6244,52,52,12,1,1,16,52,52,52,52,52,52
6243,52,52,52,52,52,52,52,52,52,5,5,5
6242,12,52,12,52,5,5,5,5,52,52,52,5
3792,8,8,12,8,8,8,8,8,8,8,8,8
3793,8,8,8,8,8,8,8,8,8,8,8,8
6247,52,52,12,52,52,52,52,52,52,52,52,52
6246,52,52,12,52,52,52,52,52,52,52,52,52
3788,16,16,12,16,16,16,16,16,16,16,16,12
3789,16,16,16,16,16,16,16,16,16,16,16,16
6251,19,19,1,19,19,70,43,43,52,52,52,52
3791,16,16,12,16,16,16,16,16,16,16,16,16
3790,16,16,12,16,16,16,16,16,16,16,16,16
3786,16,16,12,16,16,16,16,16,16,16,16,12
3787,16,16,12,16,16,16,16,16,16,16,16,12
6250,19,19,1,19,19,70,43,43,28,28,52,52
3785,16,16,12,16,16,16,16,16,16,16,16,12
9211,27,52,52,52,52,52,52,52,52,27,27,28
9212,27,27,52,52,52,52,52,52,5,27,28,19
9209,1,27,1,27,1,28,1,28,1,28,1,28
9210,1,27,1,27,1,28,1,28,1,28,1,28
9215,52,52,28,27,63,28,52,52,52,52,52,28
9216,1,1,1,16,1,1,1,1,1,1,1,1
9213,27,27,52,52,52,52,52,52,5,27,28,19
9214,1,16,12,16,1,1,1,1,1,1,1,1
9217,1,1,1,16,1,1,1,1,1,1,1,1
9218,1,1,1,16,1,1,1,1,1,1,1,1
6750,1,19,19,12,91,6,12,1,19,19,52,122
6749,12,19,19,12,91,6,16,16,52,19,19,19
6752,12,19,19,12,91,6,12,12,52,12,52,52
6751,12,19,19,12,91,6,12,12,52,12,52,52
6754,1,28,1,28,1,28,1,28,1,27,1,28
6753,12,19,19,12,91,6,12,12,52,12,52,52
6756,1,28,1,28,1,28,1,28,1,27,1,28
6755,1,28,1,28,1,28,1,28,1,27,1,28
6758,1,28,1,28,1,28,1,28,1,27,1,28
6757,1,28,1,28,1,28,1,28,1,27,1,28
10456,1,28,1,28,1,28,1,28,1,28,1,28
1840,16,16,12,16,16,16,16,16,16,16,16,16
1839,16,16,12,16,16,16,16,16,16,16,16,16
1834,16,16,12,16,16,16,16,16,16,16,16,16
1833,16,16,12,16,16,16,16,16,16,16,16,16
1832,16,16,12,16,16,16,16,16,16,16,16,16
1831,16,16,12,16,16,16,16,16,16,16,16,16
1838,16,16,12,16,16,16,16,16,16,16,16,16
1837,16,16,28,16,28,16,16,16,16,16,16,16
1836,16,16,12,16,16,16,16,16,16,16,16,16
1835,16,16,12,16,16,16,16,16,16,16,16,16
6974,1,70,28,1,28,1,70,28,1,1,28,70
6973,27,28,28,1,28,28,1,28,1,28,1,28
3581,1,11,52,52,52,52,52,52,52,52,52,52
3582,28,52,52,52,52,52,52,52,52,52,52,52
6970,52,7,10,10,8,6,10,11,11,1,11,11
6969,1,70,28,1,28,1,70,28,1,28,1,70
