STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/9/1972,13.3,1.1
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/10/1972,15.6,1.1
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/11/1972,15.6,5
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/12/1972,12.8,1.7
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/13/1972,12.8,1.7
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/14/1972,16.7,5.6
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/15/1972,16.1,8.9
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/16/1972,16.1,4.4
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/17/1972,12.8,0
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/18/1972,12.2,-2.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/19/1972,15,-1.1
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/20/1972,18.3,5
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/21/1972,17.2,7.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/22/1972,14.4,-0.6
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/23/1972,13.9,2.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/24/1972,20.6,8.3
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/25/1972,18.9,6.1
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/26/1972,16.7,3.3
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/27/1972,21.1,1.1
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/28/1972,25.6,7.2
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/29/1972,15,0.6
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,4/30/1972,13.3,-1.1
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/1/1972,16.1,1.7
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/2/1972,20,7.8
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/3/1972,24.4,4.4
USC00350858,"BOARDMAN, OR US",45.8472,-119.6933,85.3,5/4/1972,26.1,7.2
