HRU_ID,2012,2013,2014,2015,2016
2471,23,23,23,23,23
2528,24,24,24,24,24
2623,23,23,23,23,23
2625,24,24,24,24,24
2666,23,23,23,23,23
1104,61,24,61,24,61
770,61,24,61,24,61
771,59,59,49,36,36
777,59,59,49,36,36
778,36,36,36,36,36
1263,24,24,24,24,24
1730,24,24,24,24,24
530,59,59,49,36,36
1268,24,24,24,24,24
1291,23,23,23,23,23
1322,23,23,23,23,23
1675,23,23,23,23,23
2103,23,23,23,23,23
2541,24,24,24,24,24
2543,24,24,24,24,24
2550,24,24,24,24,24
2613,24,24,24,24,24
502,23,23,23,23,23
509,24,24,24,24,24
594,24,24,24,24,24
595,23,23,23,23,23
656,23,23,23,23,23
662,24,24,24,24,24
689,24,24,24,24,24
690,24,24,24,24,24
734,23,23,23,23,23
738,23,23,23,23,23
775,23,23,23,23,23
807,23,23,23,23,23
864,23,23,23,23,23
1027,24,24,24,24,24
1037,23,23,23,23,23
1080,23,23,23,23,23
1081,23,23,23,23,23
1082,24,24,24,24,24
640,24,24,24,24,24
691,23,23,23,23,23
874,24,24,24,24,24
1217,23,23,23,23,23
1711,23,23,23,23,23
2779,24,24,24,24,24
2892,23,23,23,23,23
2893,23,23,23,23,23
2936,23,23,23,23,23
2937,23,23,23,23,23
3049,24,24,24,24,24
3072,24,24,24,24,24
3086,23,23,23,23,23
3412,23,23,23,23,23
856,43,61,61,43,61
2711,24,24,24,24,24
2714,24,24,24,24,24
2720,24,24,24,24,24
2722,24,24,24,24,24
2723,23,23,23,23,23
2734,24,24,24,24,24
2735,23,23,23,23,23
2746,23,23,23,23,23
2750,24,24,24,24,24
2751,23,23,23,23,23
2767,24,24,24,24,24
2768,23,23,23,23,23
2847,24,24,24,24,24
2900,23,23,23,23,23
2904,24,24,24,24,24
2943,24,24,24,24,24
2944,24,24,24,24,24
3100,23,23,23,23,23
3413,23,23,23,23,23
3435,23,23,23,23,23
1976,23,23,23,23,23
2124,23,23,23,23,23
2125,24,24,24,24,24
2126,24,24,24,24,24
2127,23,23,23,23,23
2178,23,23,23,23,23
2288,23,23,23,23,23
2290,23,23,23,23,23
2455,24,24,24,24,24
2491,23,23,23,23,23
2560,24,24,24,24,24
188,61,24,61,24,61
189,59,59,49,36,36
193,59,59,49,36,36
194,61,24,61,24,61
242,36,36,36,36,36
274,43,61,61,43,61
79,23,23,23,23,23
80,23,23,23,23,23
230,23,23,23,23,23
293,23,23,23,23,23
294,24,24,24,24,24
295,23,23,23,23,23
383,24,24,24,24,24
384,23,23,23,23,23
433,23,23,23,23,23
434,23,23,23,23,23
449,24,24,24,24,24
495,24,24,24,24,24
91,24,24,24,24,24
141,24,24,24,24,24
111,23,23,23,23,23
1747,23,23,23,23,23
1792,23,23,23,23,23
1565,59,59,49,36,36
1749,59,59,49,36,36
1754,59,59,49,36,36
1757,61,53,61,53,61
1793,43,61,61,43,61
1840,43,61,61,43,61
1841,61,24,61,24,61
1208,59,59,49,36,36
1468,59,59,49,36,36
1478,43,61,61,43,61
1481,61,53,61,53,61
1732,59,59,49,36,36
1742,43,61,61,43,61
1773,61,24,61,24,61
774,23,23,23,23,23
727,24,24,24,24,24
753,24,24,24,24,24
828,23,23,23,23,23
1068,23,23,23,23,23
1070,24,24,24,24,24
21,43,61,61,43,61
22,61,53,61,53,61
325,36,36,36,36,36
439,43,61,61,43,61
469,59,59,49,36,36
805,43,61,61,43,61
1023,36,36,36,36,36
1484,61,24,61,24,61
1848,61,24,61,24,61
3048,36,36,36,36,36
359,43,61,61,43,61
361,61,24,61,24,61
363,61,53,61,53,61
364,43,61,61,43,61
623,24,24,24,24,24
100,23,23,23,23,23
254,23,23,23,23,23
168,23,23,23,23,23
131,24,24,24,24,24
243,24,24,24,24,24
1218,24,24,24,24,24
1352,23,23,23,23,23
112,23,23,23,23,23
113,24,24,24,24,24
218,23,23,23,23,23
445,24,24,24,24,24
446,23,23,23,23,23
496,24,24,24,24,24
395,61,24,61,24,61
720,24,24,24,24,24
176,59,59,49,36,36
82,24,24,24,24,24
83,23,23,23,23,23
165,23,23,23,23,23
249,24,24,24,24,24
276,24,24,24,24,24
3418,23,23,23,23,23
3459,23,23,23,23,23
1143,23,23,23,23,23
1144,23,23,23,23,23
1145,24,24,24,24,24
1146,24,24,24,24,24
1188,24,24,24,24,24
1224,23,23,23,23,23
1288,24,24,24,24,24
1289,23,23,23,23,23
1327,24,24,24,24,24
1328,24,24,24,24,24
1329,24,24,24,24,24
1118,24,24,24,24,24
1119,23,23,23,23,23
1124,24,24,24,24,24
1125,23,23,23,23,23
1128,23,23,23,23,23
1278,23,23,23,23,23
1279,23,23,23,23,23
1284,23,23,23,23,23
1285,24,24,24,24,24
10,23,23,23,23,23
11,23,23,23,23,23
139,24,24,24,24,24
424,23,23,23,23,23
425,24,24,24,24,24
1238,24,24,24,24,24
1367,23,23,23,23,23
1368,23,23,23,23,23
1470,24,24,24,24,24
540,36,36,36,36,36
844,61,53,61,53,61
1194,24,24,24,24,24
1195,24,24,24,24,24
1374,24,24,24,24,24
1434,24,24,24,24,24
1435,23,23,23,23,23
1440,24,24,24,24,24
1465,23,23,23,23,23
1466,23,23,23,23,23
1736,23,23,23,23,23
1738,23,23,23,23,23
1756,23,23,23,23,23
660,23,23,23,23,23
802,23,23,23,23,23
1060,24,24,24,24,24
1061,23,23,23,23,23
125,23,23,23,23,23
62,24,24,24,24,24
73,23,23,23,23,23
88,23,23,23,23,23
89,23,23,23,23,23
95,24,24,24,24,24
240,23,23,23,23,23
289,24,24,24,24,24
426,23,23,23,23,23
483,23,23,23,23,23
1244,61,24,61,24,61
40,59,59,49,36,36
2948,24,24,24,24,24
3021,24,24,24,24,24
3290,24,24,24,24,24
3291,23,23,23,23,23
3407,24,24,24,24,24
3406,24,24,24,24,24
3427,23,23,23,23,23
536,23,23,23,23,23
1304,23,23,23,23,23
2978,24,24,24,24,24
3068,24,24,24,24,24
3038,23,23,23,23,23
3039,24,24,24,24,24
3340,23,23,23,23,23
2874,36,36,36,36,36
1110,36,36,36,36,36
1111,36,36,36,36,36
1113,36,36,36,36,36
1167,23,23,23,23,23
1511,23,23,23,23,23
1539,23,23,23,23,23
1780,23,23,23,23,23
3276,23,23,23,23,23
3278,23,23,23,23,23
3283,23,23,23,23,23
3124,61,24,61,24,61
2728,23,23,23,23,23
2742,24,24,24,24,24
2760,24,24,24,24,24
2761,23,23,23,23,23
2846,24,24,24,24,24
2852,23,23,23,23,23
2,61,53,61,53,61
1688,23,23,23,23,23
1836,23,23,23,23,23
2306,23,23,23,23,23
2481,24,24,24,24,24
2587,24,24,24,24,24
1298,23,23,23,23,23
1582,23,23,23,23,23
1720,23,23,23,23,23
2706,23,23,23,23,23
2707,23,23,23,23,23
2727,23,23,23,23,23
2729,23,23,23,23,23
2743,24,24,24,24,24
2810,23,23,23,23,23
2811,24,24,24,24,24
2876,23,23,23,23,23
2877,23,23,23,23,23
2879,24,24,24,24,24
3046,24,24,24,24,24
3444,23,23,23,23,23
2726,43,61,61,43,61
2870,61,53,61,53,61
2748,24,24,24,24,24
1249,23,23,23,23,23
1292,24,24,24,24,24
1351,24,24,24,24,24
1758,24,24,24,24,24
1107,61,53,61,53,61
1699,43,61,61,43,61
1700,59,59,49,36,36
1615,24,24,24,24,24
1139,23,23,23,23,23
1474,23,23,23,23,23
4,23,23,23,23,23
219,23,23,23,23,23
315,24,24,24,24,24
319,23,23,23,23,23
320,24,24,24,24,24
372,24,24,24,24,24
374,24,24,24,24,24
376,24,24,24,24,24
377,24,24,24,24,24
399,24,24,24,24,24
414,24,24,24,24,24
415,23,23,23,23,23
416,24,24,24,24,24
417,24,24,24,24,24
464,24,24,24,24,24
172,23,23,23,23,23
308,43,61,61,43,61
489,61,53,61,53,61
1990,24,24,24,24,24
1991,24,24,24,24,24
1998,23,23,23,23,23
2044,23,23,23,23,23
1168,24,24,24,24,24
1235,24,24,24,24,24
1372,24,24,24,24,24
1761,23,23,23,23,23
1808,24,24,24,24,24
1842,23,23,23,23,23
2736,36,36,36,36,36
2769,43,61,61,43,61
2829,36,36,36,36,36
2988,59,59,49,36,36
3075,36,36,36,36,36
3085,43,61,61,43,61
3087,59,59,49,36,36
3114,61,53,61,53,61
3125,59,59,49,36,36
3318,59,59,49,36,36
3344,36,36,36,36,36
3345,61,24,61,24,61
3346,59,59,49,36,36
3376,59,59,49,36,36
3391,43,61,61,43,61
3411,61,53,61,53,61
3454,36,36,36,36,36
3458,59,59,49,36,36
1698,24,24,24,24,24
2771,59,59,49,36,36
2772,59,59,49,36,36
2774,43,61,61,43,61
2776,59,59,49,36,36
3254,36,36,36,36,36
3255,43,61,61,43,61
3256,36,36,36,36,36
3259,61,24,61,24,61
3261,61,53,61,53,61
3295,36,36,36,36,36
3305,61,24,61,24,61
3358,61,53,61,53,61
614,23,23,23,23,23
630,23,23,23,23,23
2855,23,23,23,23,23
246,59,59,49,36,36
275,36,36,36,36,36
499,36,36,36,36,36
558,23,23,23,23,23
2682,24,24,24,24,24
2685,24,24,24,24,24
2831,24,24,24,24,24
3150,24,24,24,24,24
3398,23,23,23,23,23
1535,61,53,61,53,61
1798,59,59,49,36,36
283,59,59,49,36,36
467,59,59,49,36,36
1472,36,36,36,36,36
3425,36,36,36,36,36
3431,43,61,61,43,61
1961,24,24,24,24,24
556,61,53,61,53,61
557,43,61,61,43,61
647,43,61,61,43,61
3382,24,24,24,24,24
1743,43,61,61,43,61
1807,61,53,61,53,61
324,36,36,36,36,36
783,59,59,49,36,36
784,61,24,61,24,61
3395,24,24,24,24,24
3445,24,24,24,24,24
3280,23,23,23,23,23
3037,23,23,23,23,23
3179,24,24,24,24,24
3386,23,23,23,23,23
549,24,24,24,24,24
850,23,23,23,23,23
1196,24,24,24,24,24
1197,24,24,24,24,24
1294,23,23,23,23,23
1392,23,23,23,23,23
497,24,24,24,24,24
1270,23,23,23,23,23
1271,24,24,24,24,24
1897,23,23,23,23,23
1933,24,24,24,24,24
1934,23,23,23,23,23
1970,23,23,23,23,23
2158,24,24,24,24,24
2605,23,23,23,23,23
3277,23,23,23,23,23
823,61,24,61,24,61
1762,61,24,61,24,61
3223,24,24,24,24,24
937,61,53,61,53,61
3328,24,24,24,24,24
2689,23,23,23,23,23
2698,23,23,23,23,23
2716,23,23,23,23,23
2809,23,23,23,23,23
2871,24,24,24,24,24
2880,23,23,23,23,23
3045,23,23,23,23,23
3043,23,23,23,23,23
3279,24,24,24,24,24
2673,61,53,61,53,61
742,43,61,61,43,61
758,36,36,36,36,36
820,59,59,49,36,36
175,24,24,24,24,24
15,24,24,24,24,24
16,23,23,23,23,23
871,59,59,49,36,36
1175,24,24,24,24,24
1247,23,23,23,23,23
1260,24,24,24,24,24
539,23,23,23,23,23
544,23,23,23,23,23
580,24,24,24,24,24
606,24,24,24,24,24
607,23,23,23,23,23
796,24,24,24,24,24
814,23,23,23,23,23
816,23,23,23,23,23
817,23,23,23,23,23
840,23,23,23,23,23
842,24,24,24,24,24
560,24,24,24,24,24
641,24,24,24,24,24
64,24,24,24,24,24
90,23,23,23,23,23
371,23,23,23,23,23
373,24,24,24,24,24
375,24,24,24,24,24
93,23,23,23,23,23
318,24,24,24,24,24
1321,24,24,24,24,24
1397,24,24,24,24,24
1479,23,23,23,23,23
1740,24,24,24,24,24
1236,23,23,23,23,23
397,61,53,61,53,61
398,43,61,61,43,61
612,23,23,23,23,23
822,23,23,23,23,23
1018,24,24,24,24,24
2048,24,24,24,24,24
2049,24,24,24,24,24
2050,23,23,23,23,23
2051,23,23,23,23,23
2320,23,23,23,23,23
2535,23,23,23,23,23
2054,23,23,23,23,23
2055,24,24,24,24,24
2520,23,23,23,23,23
686,59,59,49,36,36
841,61,53,61,53,61
522,23,23,23,23,23
529,23,23,23,23,23
553,24,24,24,24,24
2064,24,24,24,24,24
2065,23,23,23,23,23
2066,23,23,23,23,23
2067,24,24,24,24,24
2219,23,23,23,23,23
2220,23,23,23,23,23
2549,23,23,23,23,23
2145,61,53,61,53,61
2146,59,59,49,36,36
2175,59,59,49,36,36
2606,43,61,61,43,61
1174,23,23,23,23,23
1180,24,24,24,24,24
1181,23,23,23,23,23
1439,24,24,24,24,24
1450,24,24,24,24,24
1467,23,23,23,23,23
1589,24,24,24,24,24
1737,24,24,24,24,24
1745,24,24,24,24,24
1752,23,23,23,23,23
1843,24,24,24,24,24
1209,23,23,23,23,23
1789,24,24,24,24,24
1,23,23,23,23,23
253,24,24,24,24,24
330,23,23,23,23,23
353,24,24,24,24,24
212,43,61,61,43,61
