Subbasin,LANDUSE,SOIL,SLOPE_BAND,AREA (ha),%SUBBASIN,HRUGIS
12,AGRL,64564,2.0-5.0,1435.00000,18.46476,000120002
12,AGRL,64564,5.0-9999,438.00000,5.63522,000120003
12,wuqx,64564,2.0-5.0,0.00000,0.00232,000120004
12,wuqw,64564,2.0-5.0,2.00000,0.01969,000120005
12,wuqv,64564,2.0-5.0,41.00000,0.52588,000120006
12,wuqu,64564,2.0-5.0,6.00000,0.07297,000120007
12,wuqt,64564,2.0-5.0,1.00000,0.00927,000120008
12,wuqr,64564,2.0-5.0,4.00000,0.04865,000120009
12,wuqq,64564,2.0-5.0,0.00000,0.00116,000120010
12,RNGB,64517,0-2.0,6.00000,0.08224,000120011
12,RNGB,64517,2.0-5.0,10.00000,0.13321,000120012
12,RNGB,64517,5.0-9999,51.00000,0.65793,000120013
12,RNGB,64564,0-2.0,225.00000,2.89696,000120014
12,RNGB,64564,2.0-5.0,400.00000,5.14294,000120015
12,RNGB,64564,5.0-9999,107.00000,1.37377,000120016
12,wtzy,64564,2.0-5.0,20.00000,0.26178,000120017
12,CORN,64561,5.0-9999,0.00000,0.00116,000120018
12,CORN,64578,2.0-5.0,0.00000,0.00463,000120019
12,CORN,64564,2.0-5.0,0.00000,0.00116,000120020
12,CORN,64564,5.0-9999,0.00000,0.00116,000120021
12,wtzq,64578,2.0-5.0,1.00000,0.01390,000120022
12,wtyz,64578,2.0-5.0,5.00000,0.06371,000120023
12,wtyy,64578,2.0-5.0,3.00000,0.04054,000120024
12,zuvy,64576,2.0-5.0,3.00000,0.03707,000120025
12,zuvy,64576,5.0-9999,6.00000,0.08224,000120026
12,zuvy,64577,0-2.0,1.00000,0.01158,000120027
12,zuvy,64577,2.0-5.0,2.00000,0.02085,000120028
12,zuvy,64577,5.0-9999,15.00000,0.19807,000120029
12,zuvy,64560,2.0-5.0,1.00000,0.00811,000120030
12,zuvy,64560,5.0-9999,3.00000,0.03591,000120031
12,zuvy,64501,0-2.0,1.00000,0.01853,000120032
12,zuvy,64501,2.0-5.0,1.00000,0.01390,000120033
12,zuvy,64501,5.0-9999,0.00000,0.00463,000120034
12,wtyt,64561,5.0-9999,0.00000,0.00232,000120087
12,wtys,64566,5.0-9999,2.00000,0.02780,000120038
12,wtyq,64564,5.0-9999,12.00000,0.15637,000120039
12,wtxz,64577,5.0-9999,0.00000,0.00116,000120040
12,wtxy,64576,5.0-9999,2.00000,0.02085,000120041
12,wtxw,64578,5.0-9999,10.00000,0.12510,000120042
12,wtxv,64560,5.0-9999,1.00000,0.01042,000120043
12,wtxu,64560,5.0-9999,0.00000,0.00347,000120044
12,wtxt,64564,5.0-9999,9.00000,0.11236,000120045
12,ALFA,64578,0-2.0,0.00000,0.00116,000120046
12,ALFA,64578,2.0-5.0,0.00000,0.00463,000120047
12,ALFA,64564,2.0-5.0,1.00000,0.01274,000120048
12,wtvw,64578,0-2.0,15.00000,0.19228,000120049
12,wtvv,64578,2.0-5.0,18.00000,0.23746,000120050
12,wtuw,64564,2.0-5.0,0.00000,0.00232,000120051
12,POTA,64578,0-2.0,0.00000,0.00116,000120052
12,POTA,64578,2.0-5.0,0.00000,0.00116,000120053
12,POTA,64565,5.0-9999,0.00000,0.00116,000120054
12,wtuu,64578,0-2.0,6.00000,0.07992,000120055
12,wtus,64564,0-2.0,4.00000,0.04517,000120056
12,wtur,64564,2.0-5.0,33.00000,0.42742,000120057
12,wuyy,64564,2.0-5.0,37.00000,0.47259,000120119
12,zuqr,64578,5.0-9999,1.00000,0.01158,000120058
12,ztxw,64578,2.0-5.0,13.00000,0.16796,000120059
12,ztxt,64564,2.0-5.0,6.00000,0.08224,000120060
12,wtqq,64564,2.0-5.0,24.00000,0.31043,000120086
12,wszz,64564,2.0-5.0,4.00000,0.04749,000120062
12,wszw,64564,2.0-5.0,21.00000,0.27568,000120063
12,RADI,64440,2.0-5.0,0.00000,0.00116,000120064
12,RADI,64440,5.0-9999,0.00000,0.00116,000120065
12,RADI,64578,2.0-5.0,0.00000,0.00116,000120069
12,RADI,64578,5.0-9999,0.00000,0.00232,000120070
12,RADI,64564,0-2.0,0.00000,0.00232,000120066
12,RADI,64564,2.0-5.0,1.00000,0.01506,000120067
12,RADI,64564,5.0-9999,0.00000,0.00347,000120068
12,MINT,64440,2.0-5.0,0.00000,0.00116,000120072
12,MINT,64564,5.0-9999,0.00000,0.00347,000120074
12,ztvq,64564,0-2.0,22.00000,0.28263,000120076
12,ztvq,64564,2.0-5.0,44.00000,0.56178,000120077
12,xyrt,64564,2.0-5.0,2.00000,0.02896,000120078
12,xyqx,64564,2.0-5.0,2.00000,0.02664,000120080
12,wuxv,64560,5.0-9999,2.00000,0.03012,000120131
12,xxyx,64564,5.0-9999,0.00000,0.00116,000120082
12,wuxt,64577,5.0-9999,44.00000,0.57221,000120133
12,ztsr,64578,2.0-5.0,0.00000,0.00116,000120084
12,xxyq,64564,2.0-5.0,22.00000,0.28031,000120085
12,ztxs,64564,2.0-5.0,24.00000,0.30580,000120061
12,OATS,64564,0-2.0,531.00000,6.83987,000120035
12,OATS,64564,2.0-5.0,1153.00000,14.84502,000120036
12,OATS,64564,5.0-9999,230.00000,2.96646,000120037
12,xxus,64578,0-2.0,1.00000,0.00811,000120089
12,xxus,64578,2.0-5.0,0.00000,0.00232,000120090
12,xxus,64578,5.0-9999,0.00000,0.00116,000120091
12,xxus,64564,0-2.0,0.00000,0.00232,000120092
12,xxus,64564,2.0-5.0,0.00000,0.00347,000120093
12,xxtx,64564,2.0-5.0,6.00000,0.07182,000120094
12,zsxs,64564,2.0-5.0,7.00000,0.09035,000120095
12,xxtv,64564,2.0-5.0,4.00000,0.04517,000120096
12,xyxx,64560,5.0-9999,0.00000,0.00579,000120122
12,xyxx,64577,5.0-9999,0.00000,0.00116,000120123
12,xyxx,64564,2.0-5.0,0.00000,0.00347,000120124
12,xyxx,64564,5.0-9999,0.00000,0.00579,000120125
12,xxtw,64564,2.0-5.0,1.00000,0.01737,000120098
12,zsxr,64564,2.0-5.0,8.00000,0.10309,000120099
12,wvvz,64564,2.0-5.0,1.00000,0.00695,000120102
12,wvvu,64564,5.0-9999,0.00000,0.00232,000120103
12,wvvr,64564,2.0-5.0,42.00000,0.53630,000120104
12,wvux,64564,2.0-5.0,24.00000,0.31043,000120106
12,wvuv,64564,2.0-5.0,9.00000,0.11815,000120107
12,wvuu,64564,2.0-5.0,22.00000,0.27684,000120108
12,zvyq,64578,2.0-5.0,36.00000,0.45754,000120113
12,zvxu,64564,2.0-5.0,31.00000,0.39267,000120114
12,zvxt,64564,5.0-9999,46.00000,0.59769,000120115
12,zvwt,64564,2.0-5.0,28.00000,0.36371,000120117
12,zqvq,64578,2.0-5.0,1.00000,0.01622,000120118
12,xyxy,64578,2.0-5.0,0.00000,0.00116,000120097
12,wuyx,64564,2.0-5.0,23.00000,0.30116,000120120
12,wuyw,64578,5.0-9999,21.00000,0.27336,000120121
12,wuys,64578,2.0-5.0,1.00000,0.01853,000120081
12,wuyr,64578,0-2.0,6.00000,0.07297,000120126
12,wuxy,64577,5.0-9999,2.00000,0.01969,000120128
12,wuxx,64577,5.0-9999,16.00000,0.20618,000120129
12,wuxw,64560,5.0-9999,0.00000,0.00347,000120130
12,zqtv,64564,2.0-5.0,4.00000,0.04981,000120100
12,zqtu,64564,2.0-5.0,1.00000,0.01853,000120132
12,zqtt,64564,0-2.0,5.00000,0.06023,000120083
12,zqts,64564,2.0-5.0,24.00000,0.30348,000120134
12,ztss,64578,2.0-5.0,0.00000,0.00232,000120135
12,wuux,64566,5.0-9999,21.00000,0.27105,000120136
12,xxyv,64578,2.0-5.0,4.00000,0.05328,000120127
12,wutw,64578,5.0-9999,1.00000,0.01274,000120138
12,wutv,64578,2.0-5.0,46.00000,0.59769,000120139
14,AGRL,64429,2.0-5.0,521.00000,9.61941,000140001
14,AGRL,64429,5.0-9999,805.00000,14.87120,000140002
14,AGRL,64430,0-2.0,56.00000,1.04039,000140003
14,AGRL,64430,2.0-5.0,140.00000,2.58933,000140004
14,AGRL,64430,5.0-9999,514.00000,9.49643,000140005
14,RNGB,64433,2.0-5.0,8.00000,0.14958,000140010
14,RNGB,64433,5.0-9999,122.00000,2.25528,000140011
14,RNGB,64429,2.0-5.0,158.00000,2.92172,000140006
14,RNGB,64429,5.0-9999,304.00000,5.62240,000140007
14,RNGB,64430,2.0-5.0,43.00000,0.80106,000140008
14,RNGB,64430,5.0-9999,227.00000,4.19478,000140009
14,vtwy,64429,5.0-9999,56.00000,1.03706,000140013
14,OATS,64429,0-2.0,71.00000,1.30464,000140016
14,OATS,64429,2.0-5.0,371.00000,6.84727,000140017
14,OATS,64429,5.0-9999,505.00000,9.32358,000140018
14,OATS,64430,2.0-5.0,71.00000,1.31295,000140020
14,OATS,64430,5.0-9999,263.00000,4.85790,000140021
14,vtvw,64429,2.0-5.0,51.00000,0.93568,000140022
14,vtvs,64564,5.0-9999,9.00000,0.16952,000140023
14,RADI,64502,0-2.0,0.00000,0.00332,000140039
14,RADI,64502,2.0-5.0,0.00000,0.00332,000140040
17,ALFA,64531,0-2.0,0.00000,0.01394,000170025
17,ALFA,64531,2.0-5.0,0.00000,0.01115,000170026
18,ytsy,64589,2.0-5.0,21.00000,0.78478,000180001
18,yrzx,64575,0-2.0,0.00000,0.00998,000180002
18,ytsu,64578,0-2.0,34.00000,1.26363,000180003
18,vsvr,64573,0-2.0,2.00000,0.07316,000180004
18,vsvq,64573,0-2.0,17.00000,0.62517,000180005
18,ytsr,64466,2.0-5.0,26.00000,0.97765,000180006
18,ytsq,64466,0-2.0,34.00000,1.25033,000180007
18,yqws,64589,0-2.0,0.00000,0.00333,000180008
18,yqwq,64501,2.0-5.0,1.00000,0.04655,000180009
18,yqvz,64589,0-2.0,1.00000,0.02660,000180010
18,yqvz,64589,2.0-5.0,0.00000,0.00333,000180011
18,xwxs,64575,0-2.0,18.00000,0.67172,000180012
18,xwxs,64575,2.0-5.0,2.00000,0.07316,000180013
18,xwxr,64578,0-2.0,65.00000,2.39425,000180014
18,xwxr,64578,2.0-5.0,327.00000,12.07103,000180015
18,xwxr,64578,5.0-9999,148.00000,5.45358,000180016
18,xwxr,64579,2.0-5.0,37.00000,1.37337,000180017
18,xwxr,64579,5.0-9999,107.00000,3.95384,000180018
18,xwxr,64566,5.0-9999,80.00000,2.97287,000180019
18,yssu,64578,2.0-5.0,23.00000,0.83799,000180020
18,xwwu,64456,5.0-9999,2.00000,0.07316,000180021
18,OATS,64578,0-2.0,0.00000,0.00998,000180022
18,OATS,64578,2.0-5.0,0.00000,0.00665,000180023
18,OATS,64454,0-2.0,0.00000,0.00665,000180024
18,OATS,64454,2.0-5.0,0.00000,0.01330,000180025
18,OATS,64455,2.0-5.0,1.00000,0.03325,000180026
18,vssy,64578,2.0-5.0,1.00000,0.04655,000180027
18,vssx,64575,2.0-5.0,48.00000,1.75579,000180028
18,vssw,64578,2.0-5.0,1.00000,0.05321,000180029
18,vssv,64578,2.0-5.0,47.00000,1.75246,000180030
18,vsst,64573,0-2.0,36.00000,1.33679,000180031
18,xwuv,64454,2.0-5.0,1.00000,0.02660,000180032
18,xwuu,64454,0-2.0,4.00000,0.14964,000180033
18,xwuu,64454,2.0-5.0,12.00000,0.43562,000180034
18,xwuu,64454,5.0-9999,1.00000,0.04655,000180035
18,xwuu,64455,2.0-5.0,2.00000,0.08313,000180036
18,xwuu,64455,5.0-9999,1.00000,0.04655,000180037
18,ALFA,64554,0-2.0,1.00000,0.02660,000180039
18,ALFA,64575,0-2.0,0.00000,0.01330,000180041
18,ALFA,64466,0-2.0,1.00000,0.01995,000180040
18,ALFA,64573,0-2.0,1.00000,0.02993,000180038
18,xwur,64578,0-2.0,5.00000,0.17292,000180042
18,xwur,64578,2.0-5.0,4.00000,0.13301,000180043
18,xwur,64579,2.0-5.0,3.00000,0.10974,000180044
18,xwur,64579,5.0-9999,5.00000,0.17292,000180045
18,xwur,64554,0-2.0,5.00000,0.17292,000180046
18,xwur,64466,0-2.0,8.00000,0.30593,000180047
18,xwur,64501,0-2.0,8.00000,0.29596,000180048
18,xwur,64501,2.0-5.0,5.00000,0.19287,000180049
18,xwur,64501,5.0-9999,1.00000,0.04323,000180050
18,xwur,64573,0-2.0,36.00000,1.31351,000180051
18,xwur,64573,2.0-5.0,4.00000,0.13634,000180052
18,yqss,64554,0-2.0,49.00000,1.79569,000180053
18,yqss,64466,0-2.0,18.00000,0.65842,000180054
18,yqss,64466,2.0-5.0,18.00000,0.65842,000180055
18,yqss,64573,0-2.0,157.00000,5.80607,000180056
18,yqss,64573,2.0-5.0,15.00000,0.55866,000180057
18,ysxq,64589,5.0-9999,3.00000,0.12636,000180058
18,vtst,64579,5.0-9999,35.00000,1.29356,000180060
18,vtss,64567,5.0-9999,26.00000,0.95770,000180061
18,POTA,64575,0-2.0,0.00000,0.00333,000180062
18,yswr,64589,0-2.0,1.00000,0.02328,000180063
18,yswr,64589,2.0-5.0,1.00000,0.03990,000180064
18,yswr,64455,2.0-5.0,1.00000,0.05321,000180065
18,vtqs,64578,2.0-5.0,0.00000,0.00665,000180066
18,vtqr,64578,0-2.0,2.00000,0.07981,000180067
18,vszz,64578,2.0-5.0,1.00000,0.04323,000180068
18,vszy,64578,2.0-5.0,12.00000,0.42565,000180069
18,vszx,64579,5.0-9999,1.00000,0.04323,000180070
18,vszw,64578,2.0-5.0,20.00000,0.72160,000180071
18,vszr,64573,0-2.0,11.00000,0.41899,000180072
18,vszq,64573,0-2.0,8.00000,0.28265,000180073
18,vsyz,64573,0-2.0,41.00000,1.51304,000180074
18,vsyy,64554,0-2.0,31.00000,1.13727,000180075
18,vsyx,64578,0-2.0,49.00000,1.79236,000180076
18,yssv,64575,0-2.0,0.00000,0.00998,000180077
18,vrvs,64578,2.0-5.0,49.00000,1.79569,000180078
18,vsxz,64575,0-2.0,14.00000,0.50213,000180079
18,vrvq,64554,0-2.0,23.00000,0.83466,000180080
18,ytuv,64573,0-2.0,3.00000,0.10309,000180081
18,ytuv,64575,0-2.0,2.00000,0.07981,000180082
18,ytuq,64578,0-2.0,16.00000,0.60854,000180083
18,ytuq,64578,2.0-5.0,40.00000,1.48976,000180084
18,ytuq,64578,5.0-9999,25.00000,0.93775,000180085
18,ytuq,64579,2.0-5.0,22.00000,0.82469,000180086
18,ytuq,64579,5.0-9999,130.00000,4.80846,000180087
18,ytuq,64516,5.0-9999,45.00000,1.67598,000180089
18,ytuq,64517,5.0-9999,68.00000,2.50399,000180090
18,ytuq,64554,0-2.0,57.00000,2.10827,000180091
18,ytuq,64554,2.0-5.0,7.00000,0.25605,000180092
18,ytuq,64466,0-2.0,40.00000,1.49308,000180093
18,ytuq,64466,2.0-5.0,21.00000,0.76483,000180094
18,ytuq,64466,5.0-9999,10.00000,0.36579,000180095
18,ytuq,64567,5.0-9999,41.00000,1.50638,000180096
18,ytuq,64508,5.0-9999,63.00000,2.31777,000180097
18,ytuq,64573,0-2.0,67.00000,2.47739,000180098
18,ytuq,64573,2.0-5.0,7.00000,0.24608,000180099
18,vrty,64573,0-2.0,30.00000,1.09404,000180100
20,AGRL,64429,2.0-5.0,839.00000,7.50918,000200002
20,AGRL,64429,5.0-9999,581.00000,5.20189,000200003
20,AGRL,64564,0-2.0,110.00000,0.98044,000200004
20,AGRL,64564,2.0-5.0,196.00000,1.75786,000200005
20,AGRL,64564,5.0-9999,61.00000,0.54299,000200006
20,wurs,64501,5.0-9999,7.00000,0.06445,000200007
20,wurr,64580,5.0-9999,11.00000,0.09748,000200008
20,wurq,64580,5.0-9999,0.00000,0.00242,000200009
20,wuqz,64580,5.0-9999,1.00000,0.00967,000200010
20,wuqy,64580,5.0-9999,16.00000,0.14421,000200011
20,wuqu,64564,2.0-5.0,13.00000,0.11601,000200012
20,wuqt,64564,2.0-5.0,1.00000,0.01208,000200013
20,wuqs,64564,2.0-5.0,0.00000,0.00322,000200014
20,wuqr,64564,2.0-5.0,24.00000,0.21107,000200015
20,RNGB,64429,0-2.0,31.00000,0.27311,000200016
20,RNGB,64429,2.0-5.0,168.00000,1.50651,000200017
20,RNGB,64429,5.0-9999,127.00000,1.13512,000200018
20,RNGB,64564,0-2.0,171.00000,1.52907,000200019
20,RNGB,64564,2.0-5.0,488.00000,4.36807,000200020
20,RNGB,64564,5.0-9999,264.00000,2.36449,000200021
20,RNGB,64566,0-2.0,10.00000,0.08540,000200022
20,RNGB,64566,2.0-5.0,18.00000,0.16435,000200023
20,RNGB,64566,5.0-9999,133.00000,1.19071,000200024
20,RNGB,64565,0-2.0,14.00000,0.12568,000200025
20,RNGB,64565,2.0-5.0,42.00000,0.38025,000200026
20,RNGB,64565,5.0-9999,156.00000,1.39614,000200027
20,wtzy,64564,2.0-5.0,22.00000,0.19899,000200028
20,wtzx,64564,2.0-5.0,1.00000,0.01128,000200029
20,wtzw,64564,2.0-5.0,25.00000,0.22316,000200030
20,wtzv,64564,2.0-5.0,0.00000,0.00242,000200031
20,zuvy,64578,2.0-5.0,4.00000,0.03545,000200039
20,zuvy,64578,5.0-9999,11.00000,0.10070,000200040
20,zuvy,64580,0-2.0,1.00000,0.00886,000200041
20,zuvy,64580,2.0-5.0,4.00000,0.03384,000200042
20,zuvy,64580,5.0-9999,14.00000,0.12809,000200043
20,zuvy,64552,5.0-9999,6.00000,0.05559,000200044
20,zuvy,64560,2.0-5.0,1.00000,0.00725,000200045
20,zuvy,64560,5.0-9999,14.00000,0.12487,000200046
20,zuvy,64501,0-2.0,7.00000,0.06687,000200047
20,zuvy,64501,2.0-5.0,5.00000,0.04109,000200048
20,zuvy,64501,5.0-9999,4.00000,0.03948,000200049
20,OATS,64429,0-2.0,623.00000,5.57247,000200055
20,OATS,64429,2.0-5.0,1570.00000,14.05646,000200056
20,OATS,64429,5.0-9999,870.00000,7.78632,000200057
20,OATS,64430,0-2.0,49.00000,0.43503,000200052
20,OATS,64430,2.0-5.0,110.00000,0.98205,000200053
20,OATS,64430,5.0-9999,224.00000,2.00519,000200054
20,OATS,64564,0-2.0,21.00000,0.18932,000200058
20,OATS,64564,2.0-5.0,132.00000,1.18507,000200059
20,OATS,64564,5.0-9999,66.00000,0.59374,000200060
20,wtys,64566,5.0-9999,14.00000,0.12084,000200061
20,wtyr,64564,5.0-9999,1.00000,0.01047,000200062
20,wtyq,64564,5.0-9999,10.00000,0.08781,000200063
20,wtxt,64564,5.0-9999,8.00000,0.07331,000200064
20,wtvs,64578,5.0-9999,1.00000,0.01208,000200071
20,wtvr,64578,2.0-5.0,3.00000,0.02497,000200072
20,ONIO,64564,2.0-5.0,1.00000,0.01047,000200074
20,ONIO,64564,5.0-9999,1.00000,0.00725,000200075
20,xyxx,64578,2.0-5.0,25.00000,0.22477,000200076
20,xyxx,64578,5.0-9999,21.00000,0.18932,000200077
20,xyxx,64579,0-2.0,1.00000,0.00644,000200078
20,xyxx,64579,2.0-5.0,1.00000,0.01128,000200079
20,xyxx,64579,5.0-9999,6.00000,0.05237,000200080
20,xyxx,64580,2.0-5.0,4.00000,0.03786,000200081
20,xyxx,64580,5.0-9999,29.00000,0.25619,000200082
20,xyxx,64560,2.0-5.0,1.00000,0.01128,000200083
20,xyxx,64560,5.0-9999,9.00000,0.08378,000200084
20,xyxx,64501,0-2.0,3.00000,0.02578,000200085
20,xyxx,64501,2.0-5.0,2.00000,0.01933,000200086
20,xyxx,64501,5.0-9999,1.00000,0.00967,000200087
20,xyxr,64430,5.0-9999,2.00000,0.02175,000200094
20,wtzz,64564,2.0-5.0,0.00000,0.00081,000200096
20,wtqy,64580,5.0-9999,1.00000,0.00886,000200097
20,wtqx,64578,5.0-9999,30.00000,0.26424,000200098
20,ztxt,64564,2.0-5.0,18.00000,0.15871,000200100
20,ztxs,64564,2.0-5.0,1.00000,0.00886,000200101
20,RADI,64495,0-2.0,0.00000,0.00081,000200107
20,RADI,64495,2.0-5.0,0.00000,0.00081,000200108
20,wszq,64429,2.0-5.0,18.00000,0.15790,000200111
20,zyuu,64495,5.0-9999,3.00000,0.02256,000200112
20,xxzu,64577,5.0-9999,1.00000,0.00644,000200113
20,wtyv,64429,2.0-5.0,56.00000,0.49948,000200115
20,wtyt,64561,5.0-9999,2.00000,0.01450,000200116
20,zszt,64580,5.0-9999,1.00000,0.01208,000200117
20,zszs,64578,5.0-9999,7.00000,0.06606,000200118
20,zsxr,64564,2.0-5.0,25.00000,0.22074,000200121
20,zssv,64566,5.0-9999,8.00000,0.07170,000200122
20,zssr,64501,0-2.0,3.00000,0.02417,000200123
20,zsrv,64564,0-2.0,21.00000,0.18368,000200124
20,zsrv,64564,2.0-5.0,35.00000,0.31097,000200125
20,zsrv,64564,5.0-9999,5.00000,0.04914,000200126
20,xwsy,64578,2.0-5.0,1.00000,0.00806,000200129
20,xwsy,64578,5.0-9999,1.00000,0.01208,000200130
20,xwsy,64579,5.0-9999,5.00000,0.04673,000200131
20,xwsy,64580,5.0-9999,1.00000,0.00806,000200132
20,wvvq,64564,5.0-9999,33.00000,0.29486,000200135
20,wvuz,64545,5.0-9999,31.00000,0.27874,000200136
20,PEAS,64564,0-2.0,20.00000,0.17563,000200137
20,PEAS,64564,2.0-5.0,35.00000,0.31500,000200138
20,wvuw,64429,2.0-5.0,31.00000,0.28116,000200142
20,wvut,64564,2.0-5.0,34.00000,0.30855,000200143
20,xyxy,64578,2.0-5.0,1.00000,0.00806,000200155
20,wuxx,64577,5.0-9999,3.00000,0.02739,000200156
20,wuxw,64560,5.0-9999,1.00000,0.00644,000200157
20,wuxv,64560,5.0-9999,6.00000,0.05720,000200158
20,wuuw,64564,2.0-5.0,16.00000,0.14421,000200159
20,wuuv,64564,2.0-5.0,27.00000,0.24571,000200160
20,wuuu,64564,2.0-5.0,18.00000,0.16515,000200161
20,wuut,64564,2.0-5.0,1.00000,0.00967,000200162
20,wutr,64578,5.0-9999,4.00000,0.03948,000200163
20,zvqs,64564,0-2.0,0.00000,0.00322,000200164
23,AGRL,64454,0-2.0,73.00000,1.30214,000230003
23,AGRL,64454,2.0-5.0,418.00000,7.49496,000230004
23,AGRL,64454,5.0-9999,252.00000,4.51795,000230005
23,AGRL,64455,2.0-5.0,72.00000,1.29084,000230006
23,AGRL,64455,5.0-9999,232.00000,4.15813,000230007
23,vtqv,64454,5.0-9999,24.00000,0.43082,000230008
23,vrsz,64501,0-2.0,20.00000,0.35498,000230009
23,zuxz,64454,2.0-5.0,9.00000,0.16942,000230010
23,vxwu,64575,2.0-5.0,0.00000,0.00161,000230011
23,RNGB,64455,5.0-9999,39.00000,0.70351,000230016
23,RNGB,61412,5.0-9999,37.00000,0.65833,000230018
23,RNGB,64508,5.0-9999,82.00000,1.46995,000230021
23,vrvt,64454,2.0-5.0,21.00000,0.38403,000230108
23,xwxt,64501,2.0-5.0,3.00000,0.05325,000230025
23,xwxs,64578,0-2.0,1.00000,0.02259,000230026
23,xwxs,64578,2.0-5.0,1.00000,0.01936,000230027
23,xwxs,64501,0-2.0,11.00000,0.18879,000230028
23,xwxs,64501,2.0-5.0,9.00000,0.15813,000230029
23,xwxs,64575,0-2.0,11.00000,0.20008,000230030
23,xwxs,64575,2.0-5.0,8.00000,0.14845,000230031
23,xwxr,64578,2.0-5.0,35.00000,0.63251,000230032
23,xwxr,64578,5.0-9999,65.00000,1.16337,000230033
23,xwxr,64579,2.0-5.0,25.00000,0.44695,000230034
23,xwxr,64579,5.0-9999,52.00000,0.92941,000230035
23,xwxr,64580,5.0-9999,48.00000,0.86486,000230036
23,xwxr,64454,0-2.0,29.00000,0.51311,000230037
23,xwxr,64454,2.0-5.0,35.00000,0.63574,000230038
23,xwxr,64454,5.0-9999,48.00000,0.85841,000230039
23,xwxr,64456,2.0-5.0,8.00000,0.14361,000230040
23,xwxr,64456,5.0-9999,98.00000,1.75716,000230041
23,xxzw,64454,2.0-5.0,18.00000,0.31464,000230042
23,vstv,64466,0-2.0,1.00000,0.01452,000230043
23,vstu,64466,0-2.0,3.00000,0.04518,000230044
23,OATS,64564,0-2.0,11.00000,0.18879,000230045
23,OATS,64564,2.0-5.0,110.00000,1.96370,000230046
23,OATS,64564,5.0-9999,89.00000,1.59096,000230047
23,OATS,64454,0-2.0,53.00000,0.95845,000230050
23,OATS,64454,2.0-5.0,75.00000,1.34409,000230051
23,OATS,64454,5.0-9999,49.00000,0.88100,000230052
23,OATS,64455,0-2.0,3.00000,0.04841,000230053
23,OATS,64455,2.0-5.0,16.00000,0.28399,000230054
23,OATS,64455,5.0-9999,32.00000,0.58088,000230055
23,OATS,64456,2.0-5.0,6.00000,0.11134,000230056
23,OATS,64456,5.0-9999,58.00000,1.03267,000230057
23,OATS,61412,2.0-5.0,37.00000,0.66640,000230058
23,OATS,61412,5.0-9999,127.00000,2.27995,000230059
23,xwws,64575,2.0-5.0,3.00000,0.04518,000230062
23,xwwr,64578,0-2.0,34.00000,0.61799,000230083
23,xwwr,64578,2.0-5.0,31.00000,0.55990,000230084
23,xwwr,64578,5.0-9999,6.00000,0.10327,000230085
23,xwwr,64580,0-2.0,1.00000,0.01775,000230086
23,xwwr,64580,2.0-5.0,4.00000,0.06293,000230087
23,xwwr,64580,5.0-9999,3.00000,0.05809,000230088
23,xwwr,64501,0-2.0,2.00000,0.03388,000230089
23,xwwr,64501,2.0-5.0,2.00000,0.03066,000230090
23,xwwr,64501,5.0-9999,2.00000,0.03873,000230091
23,xwvw,64578,2.0-5.0,3.00000,0.04679,000230064
23,ALFA,64466,0-2.0,1.00000,0.00968,000230065
23,ALFA,64454,0-2.0,0.00000,0.00484,000230066
23,xwur,64466,0-2.0,17.00000,0.31142,000230067
23,xwur,64466,2.0-5.0,1.00000,0.02420,000230068
23,xwur,64554,0-2.0,2.00000,0.02904,000230069
23,xwur,64554,2.0-5.0,0.00000,0.00323,000230070
23,yqss,64466,0-2.0,22.00000,0.38725,000230071
23,yqss,64466,2.0-5.0,6.00000,0.10004,000230072
23,yqss,64501,0-2.0,3.00000,0.05002,000230075
23,yqss,64501,2.0-5.0,1.00000,0.01775,000230076
23,yqss,64554,0-2.0,4.00000,0.06777,000230073
23,yqss,64554,2.0-5.0,2.00000,0.03388,000230074
23,vyuq,64466,0-2.0,1.00000,0.01452,000230077
23,vtrx,64508,5.0-9999,34.00000,0.60831,000230081
23,xxyz,64454,2.0-5.0,2.00000,0.04195,000230063
23,xyxt,64454,2.0-5.0,5.00000,0.09036,000230092
23,zuqy,64454,2.0-5.0,4.00000,0.06777,000230093
23,vzvq,64575,0-2.0,2.00000,0.03550,000230094
23,vzuz,64575,2.0-5.0,39.00000,0.69383,000230095
23,vzuy,64575,0-2.0,1.00000,0.02259,000230096
23,vzux,64575,2.0-5.0,2.00000,0.02743,000230097
23,vzuw,64575,0-2.0,1.00000,0.02420,000230098
23,vzuv,64579,5.0-9999,18.00000,0.33078,000230099
23,vzut,64575,2.0-5.0,9.00000,0.15813,000230100
23,vzus,64466,0-2.0,13.00000,0.22590,000230101
23,vzur,64466,0-2.0,1.00000,0.01936,000230102
23,vzuq,64578,5.0-9999,5.00000,0.08552,000230103
23,vszv,64564,2.0-5.0,47.00000,0.84712,000230104
23,vrvu,64454,2.0-5.0,25.00000,0.44534,000230107
23,yssv,64578,2.0-5.0,2.00000,0.04357,000230022
23,yssv,64578,5.0-9999,1.00000,0.02098,000230023
23,yssv,64466,0-2.0,1.00000,0.02098,000230024
23,yssu,64578,2.0-5.0,12.00000,0.21460,000230109
23,vxzq,64454,2.0-5.0,0.00000,0.00323,000230110
23,ytuz,64466,0-2.0,1.00000,0.01775,000230111
23,ytuz,64578,0-2.0,0.00000,0.00323,000230112
23,ytuz,64578,2.0-5.0,0.00000,0.00484,000230113
