 HRU   WRID   WSRC   PRIOR   WATER(acre-ft)   YEAR
  4145      831      4      1      74.8034029255   2004
  4151       64      1      1       0.0000000000   2004
  4152       83      1      1       0.0000000000   2004
  4153      138      1      1       0.0000000000   2004
  4167      649      4      1       0.0000000000   2004
  4210      155      1      1       0.0000000000   2004
  4230       38      1      1       0.0000000000   2004
  4232     1075      4      1       0.0000000000   2004
  4233      325      1      1       0.0000000000   2004
  4244      777      3      1       0.0000000000   2004
  4253      191      1      1       0.0000000000   2004
  4254      192      1      1       0.0000000000   2004
  4255      978      4      1      23.7692171245   2004
  4256     1698      4      1       0.0000000000   2004
  4257      352      1      1       0.0000000000   2004
  4258      440      1      1       0.0000000000   2004
  4259      140      1      1       0.6587178515   2004
  4264       98      1      1       0.0000000000   2004
  4265       43      1      1       0.0000000000   2004
  4266       43      1      1       0.0000000000   2004
  4266     1230      3      2       0.0000000000   2004
  4267     1370      4      1      12.6242794914   2004
  4268     1227      4      1       0.0000000000   2004
  4269     1230      3      1       0.0000000000   2004
  4270      640      4      1      27.7545288855   2004
  4271     1611      4      1      58.9544684288   2004
  4272     1611      4      1      12.5130263094   2004
  4293      288      1      1       0.0000000000   2004
  4294      140      1      1       0.0000000000   2004
  4294      141      1      2       0.0000000000   2004
  4294     1525      4      3       0.0000000000   2004
  4295     1124      4      1       4.5077020627   2004
  4296     1666      4      1       0.0000000000   2004
  4298     1124      4      1       2.8699378736   2004
  4300     1124      4      1       7.3776399363   2004
  4301      409      1      1       4.0247339845   2004
  4301     1671      3      2       0.0000000000   2004
  4302      410      1      1       0.0000000000   2004
  4303     1666      4      1       0.0000000000   2004
  4304      411      1      1       5.9791136364   2004
  4304     1669      4      2       0.0000000000   2004
  4305      411      1      1       0.6950229689   2004
  4306      414      1      1       0.0000000000   2004
  4307      414      1      1       6.7618739726   2004
  4307     1698      4      2       0.0000000000   2004
  4308      415      1      1       0.0000000000   2004
  4309      415      1      1       0.0000000000   2004
  4309     1671      3      2       0.0000000000   2004
  4310      416      1      1      17.9302357409   2004
  4310     1671      3      2       0.0000000000   2004
  4311      417      1      1       0.0000000000   2004
  4311     1671      3      2       0.0000000000   2004
  4312     1525      4      1       4.7753606246   2004
  4313      427      1      1       0.4099911248   2004
  4314      427      1      1       4.5881967424   2004
  4314     1669      4      2       0.0000000000   2004
  4315      428      1      1       0.0000000000   2004
  4316      428      1      1       0.0000000000   2004
  4316      640      4      2       0.0000000000   2004
  4317      429      1      1       0.0000000000   2004
  4318      429      1      1       0.0000000000   2004
  4319      429      1      1       0.0000000000   2004
  4320     1671      3      1      27.9702738798   2004
  4322     1769      5      1       1.3048762222   2004
  4324     1765      5      1      23.9414890696   2004
  4327     1769      5      1     101.4180751172   2004
  4328     1032      4      1       0.3498345099   2004
  4331     1741      5      1     151.1636547798   2004
  4332     1741      5      1     179.3069256779   2004
  4333     1741      5      1     241.4336301812   2004
  4355     1741      5      1       2.3938851180   2004
  4357     1741      5      1     164.0978572107   2004
  4358     1070      3      1       0.1557611201   2004
  4359     1070      3      1       0.9320544445   2004
  4360     1070      3      1       6.0624363377   2004
  4361     1070      3      1       3.4983445119   2004
  4363     1005      4      1      56.4291762735   2004
  4403     1741      5      1       2.8911273711   2004
  4406     1741      5      1      35.5679261608   2004
  4407     1741      5      1      50.6153296589   2004
  4415     1741      5      1     132.1587254999   2004
  4417     1788      5      1       1.7494862905   2004
  4418     1759      5      1     175.6160152006   2004
  4418     1788      5      2       0.0000000000   2004
  4419     1771      5      1      25.3866759138   2004
  4420     1741      5      1     126.4468144893   2004
  4425     1741      5      1      34.3703869362   2004
  4443     1805      5      1       0.3115222402   2004
  4443     1070      3      2       0.0000000000   2004
  4444      622      1      1      67.3532417850   2004
  4445      623      1      1      39.9750764538   2004
  4446     1741      5      1       6.5278982978   2004
  4446     1766      5      2       0.0000000000   2004
  4456     1741      5      1       0.3029176945   2004
  4457     1741      5      1      54.8448093318   2004
  4458     1788      5      1      21.0312683999   2004
  4459     1788      5      1      17.2071444808   2004
  4460     1788      5      1      21.5076587612   2004
  4461     1788      5      1      82.6446520828   2004
  4462     1788      5      1     233.7302378818   2004
  4463     1788      5      1      50.3130400335   2004
  4464     1741      5      1      24.3671942600   2004
  4464     1743      5      2       0.0000000000   2004
  4465     1759      5      1     231.0576785341   2004
  4465     1788      5      2       0.0000000000   2004
  4466     1760      5      1       5.5028268296   2004
  4466     1788      5      2       0.0000000000   2004
  4467     1760      5      1       7.3371024395   2004
  4467     1788      5      2       0.0000000000   2004
  4468     1760      5      1      25.6515954318   2004
  4468     1788      5      2       0.0000000000   2004
  4469     1760      5      1      11.8537980809   2004
  4469     1788      5      2       0.0000000000   2004
  4470     1760      5      1      35.8724768347   2004
  4470     1788      5      2       0.0000000000   2004
  4471     1760      5      1      17.1789441812   2004
  4471     1788      5      2       0.0000000000   2004
  4472     1760      5      1      15.3913341005   2004
  4472     1788      5      2       0.0000000000   2004
  4473     1761      5      1       1.9586332783   2004
  4473     1788      5      2       0.0000000000   2004
  4474     1761      5      1       2.4492808067   2004
  4474     1788      5      2       0.0000000000   2004
  4475     1761      5      1       1.9438736561   2004
  4475     1788      5      2       0.0000000000   2004
  4476     1741      5      1       1.4536029692   2004
  4482     1005      4      1       1.3869648448   2004
  4483     1226      4      1      19.7397700481   2004
  4484     1226      4      1      68.8538891052   2004
  4485     1226      4      1      58.2966139283   2004
  4486     1226      4      1      10.2595076484   2004
  4487     1226      4      1      74.9477288945   2004
  4488     1226      4      1      30.1578651273   2004
  4489     1226      4      1     102.3636958528   2004
  4490     1226      4      1      39.9353297931   2004
  4491     1226      4      1       6.0617454618   2004
  4492     1226      4      1      35.0880814198   2004
  4493     1226      4      1       9.4749238128   2004
  4494     1070      3      1       0.6839671766   2004
  4511     1741      5      1      35.3963377010   2004
  4514     1741      5      1     103.0390584836   2004
  4515     1741      5      1      22.6807661004   2004
  4516     1741      5      1     178.2839896444   2004
  4517     1741      5      1       3.3092329262   2004
  4518     1741      5      1      15.9262604956   2004
  4519     1741      5      1      37.0533094230   2004
  4520     1741      5      1     589.4435408310   2004
  4521     1741      5      1     237.0935475517   2004
  4522     1741      5      1      74.6483911935   2004
  4524     1741      5      1      41.2067613394   2004
  4525     1563      4      1       9.1329088211   2004
  4527     1741      5      1     113.2562970862   2004
  4528     1741      5      1      99.3798654925   2004
  4529     1741      5      1      39.5494441795   2004
  4530     1741      5      1       6.0006971518   2004
  4531     1741      5      1      11.6258090221   2004
  4532     1741      5      1      17.5758210030   2004
  4533     1766      5      1      20.8920883023   2004
  4534     1772      5      1       4.1210121509   2004
  4535     1558      4      1       0.4275579940   2004
  4535     1562      4      2       1.7957435747   2004
  4536     1788      5      1       0.3816147442   2004
  4538     1741      5      1      50.6076672167   2004
  4539     1558      4      1       7.3840505997   2004
  4539     1562      4      2      31.0130125187   2004
  4540     1563      4      1       1.7719083549   2004
  4541     1766      5      1       4.3542769896   2004
  4542     1766      5      1       4.3542769896   2004
  4543     1766      5      1       6.0952843481   2004
  4545     1805      5      1       1.1965971210   2004
  4545     1070      3      2       0.0000000000   2004
  4546     1805      5      1       0.6839671766   2004
  4546     1070      3      2       0.0000000000   2004
  4547     1805      5      1       1.0266416408   2004
  4547     1070      3      2       0.0000000000   2004
  4548     1805      5      1       1.1965971210   2004
  4548     1070      3      2       0.0000000000   2004
  4549     1769      5      1      45.8568902468   2004
  4550     1772      5      1      14.0213271195   2004
  4551      521      1      1      22.7476024569   2004
  4552      521      1      1       0.0000000000   2004
  4552      522      1      2       0.0000000000   2004
  4553      527      1      1     144.5456270018   2004
  4554      530      1      1     104.1088838957   2004
  4555     1556      4      1       0.1243583592   2004
  4555     1557      4      2       0.2331706284   2004
  4556     1558      4      1       4.6537468787   2004
  4556     1562      4      2      21.2893419654   2004
  4557     1563      4      1       3.8861771396   2004
  4558     1032      4      1       6.6455984345   2004
  4558     1563      4      2      63.7977449716   2004
  4559     1005      4      1       1.5883865836   2004
  4560     1005      4      1      11.8609580679   2004
  4561     1005      4      1       1.3057555189   2004
  4562     1005      4      1       9.7119570658   2004
  4563     1005      4      1      22.1633000244   2004
  4564     1005      4      1       8.5537977696   2004
  4565     1005      4      1       4.3138921508   2004
  4566     1005      4      1      45.7842540632   2004
  4567     1005      4      1       9.1177723574   2004
  4569     1788      5      1      39.6639725676   2004
  4571     1771      5      1     142.2387938257   2004
  4572     1772      5      1      61.0137661774   2004
  4573     1788      5      1       3.4999146845   2004
  4574     1788      5      1       0.1713372321   2004
  4575     1741      5      1      46.2474863782   2004
  4578     1558      4      1       0.2487153544   2004
  4578     1562      4      2       1.3679343531   2004
  4579     1741      5      1       0.3270983522   2004
  4581     1741      5      1      70.6769850863   2004
  4584     1226      4      1       0.9136206184   2004
  4585     1563      4      1      12.8251696468   2004
  4586     1788      5      1       0.4041624225   2004
  4588     1558      4      1       0.3420463952   2004
  4588     1562      4      2       1.8812551735   2004
  4589     1563      4      1       0.3660386322   2004
  4590     1032      4      1       7.0045670556   2004
  4590     1563      4      2     123.7249517225   2004
  4592     1743      5      1       0.6220395699   2004
  4593     1741      5      1      10.5706530472   2004
  4593     1743      5      2       0.0000000000   2004
  4596     1745      5      1      30.8417066900   2004
  4598     1741      5      1       7.9279897854   2004
  4599     1769      5      1       5.1300678587   2004
  4600     1741      5      1       1.4149767237   2004
  4600     1769      5      2       0.0000000000   2004
  4602     1005      4      1      46.1696686251   2004
  4604     1741      5      1     160.1784552193   2004
  4607     1741      5      1       0.4276522043   2004
  4608     1761      5      1       3.8550877224   2004
  4609     1765      5      1       1.8342756099   2004
  4610     1765      5      1       5.0433315253   2004
  4611     1765      5      1       0.1090327841   2004
  4612     1765      5      1       8.2560930481   2004
  4613     1761      5      1      57.5185620107   2004
  4613     1788      5      2       0.0000000000   2004
  4616     1788      5      1       0.1012447281   2004
  4619     1741      5      1      39.8268622712   2004
  4620     1741      5      1      29.7538911255   2004
  4621     1741      5      1      39.4070609298   2004
  4622     1741      5      1      30.2204208029   2004
  4623      777      3      1       0.0000000000   2004
  4636       84      1      1       0.0000000000   2004
  4637      191      1      1       0.0000000000   2004
  4638       58      1      1       0.4188583339   2004
  4639       39      1      1       0.0000000000   2004
  4640       40      1      1       0.0000000000   2004
  4641      768      4      1       0.0000000000   2004
  4661      567      1      1       0.0000000000   2004
  4662     1736      5      1       5.9875549260   2004
  4662     1697      3      2       0.0000000000   2004
  4663     1736      5      1       1.4750812767   2004
  4663     1697      3      2       0.0000000000   2004
  4665      567      1      1       0.0000000000   2004
  4666      567      1      1       0.0000000000   2004
  4668      567      1      1       0.0000000000   2004
  4670      567      1      1       0.0000000000   2004
  4671      567      1      1       0.0000000000   2004
  4672      567      1      1       0.0000000000   2004
  4676      567      1      1       0.0000000000   2004
  4677      567      1      1       0.0000000000   2004
  4678      567      1      1       0.0000000000   2004
  4679      567      1      1       0.0000000000   2004
  4680      567      1      1       0.0000000000   2004
  4681      567      1      1       0.0000000000   2004
  4682      567      1      1       0.0000000000   2004
  4690      541      1      1      36.4437792656   2004
  4691      742      4      1       0.0000000000   2004
  4702      745      4      1       0.3097271422   2004
  4703      271      1      1      28.6740084210   2004
  4704      302      1      1       0.4181433764   2004
  4705      303      1      1       2.2765168971   2004
  4706      743      4      1       0.0000000000   2004
  4707      746      4      1       0.1703637962   2004
  4708      148      1      1       2.4702750456   2004
  4708     1414      3      2       0.0000000000   2004
  4709      148      1      1       0.9059470903   2004
  4709     1414      3      2       0.0000000000   2004
  4709     1415      4      3       0.0000000000   2004
  4710      665      4      1       1.2129432912   2004
  4710      747      4      2       0.0000000000   2004
  4711      665      4      1       0.2660534176   2004
  4711      747      4      2       0.0000000000   2004
  4712      665      4      1       1.5127494359   2004
  4712      747      4      2       0.0000000000   2004
  4713      665      4      1       0.0000000000   2004
  4713      747      4      2       0.0000000000   2004
  4714      748      4      1       0.5575173901   2004
  4715      748      4      1       2.4933920366   2004
  4716      748      4      1       0.0000000000   2004
  4717      748      4      1       0.0000000000   2004
  4718      748      4      1       1.6028918328   2004
  4732      271      1      1       1.5099544882   2004
  4733      302      1      1      12.1959142635   2004
  4735      169      1      1       1.0105016030   2004
  4735     1422      4      2       0.0000000000   2004
  4735     1425      4      3       0.0000000000   2004
  4735     1472      4      4       0.0000000000   2004
  4736      171      1      1       0.1355336275   2004
  4736     1422      4      2       0.0000000000   2004
  4736     1425      4      3       0.0000000000   2004
  4736     1472      4      4       0.0000000000   2004
  4737      172      1      1       0.5497939468   2004
  4737     1422      4      2       0.0000000000   2004
  4737     1425      4      3       0.0000000000   2004
  4737     1472      4      4       0.0000000000   2004
  4738      173      1      1       5.7496341089   2004
  4738     1422      4      2       0.0000000000   2004
  4738     1425      4      3       0.0000000000   2004
  4738     1472      4      4       0.0000000000   2004
  4739      175      1      1       0.9756500988   2004
  4739     1422      4      2       0.0000000000   2004
  4739     1425      4      3       0.0000000000   2004
  4740      176      1      1       0.1355336275   2004
  4741      176      1      1       4.0072509174   2004
  4741     1422      4      2       0.0000000000   2004
  4741     1425      4      3       0.0000000000   2004
  4741     1472      4      4       0.0000000000   2004
  4742      303      1      1       5.1610651598   2004
  4745      810      4      1       1.8971507530   2004
  4746      811      4      1       2.4701577005   2004
  4752     1454      4      1       0.1394060169   2004
  4753     1454      4      1       4.3907134734   2004
  4753     1455      4      2       0.0000000000   2004
  4753     1456      4      3       0.0000000000   2004
  4754       87      1      1       0.1045545127   2004
  4755       87      1      1       8.7113398998   2004
  4755     1454      4      2       0.0000000000   2004
  4756       87      1      1       0.4181220409   2004
  4756     1454      4      2       0.0000000000   2004
  4756     1455      4      3       0.0000000000   2004
  4757       87      1      1       2.3230069049   2004
  4757     1454      4      2       0.0000000000   2004
  4757     1455      4      3       0.0000000000   2004
  4757     1456      4      4       0.0000000000   2004
  4758      963      4      1       1.9048315252   2004
  4759      745      4      1       2.4469233643   2004
  4761      742      4      1       2.4391785856   2004
  4762      745      4      1       0.0154895574   2004
  4763      746      4      1       1.2931433551   2004
  4764        3      1      1       0.5808584036   2004
  4765      741      4      1       0.0000000000   2004
  4766      742      4      1       0.0154895574   2004
  4767      743      4      1       0.0000000000   2004
  4768       87      1      1       0.0697030084   2004
  4769      665      4      1       0.0000000000   2004
  4769      747      4      2       0.0000000000   2004
  4770      748      4      1       0.0619368942   2004
  4771        3      1      1      44.1134847019   2004
  4772      169      1      1      28.3777609290   2004
  4772     1422      4      2       0.0000000000   2004
  4772     1425      4      3       0.0000000000   2004
  4772     1472      4      4       0.0000000000   2004
  4773      171      1      1       3.5840375893   2004
  4773     1422      4      2       0.0000000000   2004
  4773     1425      4      3       0.0000000000   2004
  4773     1472      4      4       0.0000000000   2004
  4774      810      4      1       0.4878357171   2004
  4775      172      1      1       3.3416479929   2004
  4775     1422      4      2       0.0000000000   2004
  4775     1425      4      3       0.0000000000   2004
  4775     1472      4      4       0.0000000000   2004
  4776      172      1      1       5.2576806444   2004
  4776     1422      4      2       0.0000000000   2004
  4776     1425      4      3       0.0000000000   2004
  4776     1472      4      4       0.0000000000   2004
  4777      172      1      1      38.8530798969   2004
  4777     1422      4      2       0.0000000000   2004
  4777     1425      4      3       0.0000000000   2004
  4777     1472      4      4       0.0000000000   2004
  4778      172      1      1      17.4010383215   2004
  4778     1422      4      2       0.0000000000   2004
  4778     1425      4      3       0.0000000000   2004
  4778     1472      4      4       0.0000000000   2004
  4779      172      1      1      77.2148566834   2004
  4779     1422      4      2       0.0000000000   2004
  4779     1425      4      3       0.0000000000   2004
  4779     1472      4      4       0.0000000000   2004
  4780      172      1      1      18.5570610427   2004
  4780     1422      4      2       0.0000000000   2004
  4780     1425      4      3       0.0000000000   2004
  4780     1472      4      4       0.0000000000   2004
  4781      173      1      1      16.6991253319   2004
  4781     1422      4      2       0.0000000000   2004
  4781     1425      4      3       0.0000000000   2004
  4781     1472      4      4       0.0000000000   2004
  4782      175      1      1       6.4764028104   2004
  4782     1422      4      2       0.0000000000   2004
  4782     1425      4      3       0.0000000000   2004
  4783      176      1      1       0.9756500988   2004
  4789      736      4      1       0.6814551850   2004
  4790      176      1      1       2.9339001415   2004
  4790     1422      4      2       0.0000000000   2004
  4790     1425      4      3       0.0000000000   2004
  4790     1472      4      4       0.0000000000   2004
  4791      176      1      1      20.5931655546   2004
  4791     1422      4      2       0.0000000000   2004
  4791     1425      4      3       0.0000000000   2004
  4791     1472      4      4       0.0000000000   2004
  4792      176      1      1      16.7572022918   2004
  4792     1422      4      2       0.0000000000   2004
  4792     1425      4      3       0.0000000000   2004
  4792     1472      4      4       0.0000000000   2004
  4793      176      1      1       0.8886226817   2004
  4793     1422      4      2       0.0000000000   2004
  4793     1425      4      3       0.0000000000   2004
  4793     1472      4      4       0.0000000000   2004
  4794      176      1      1       2.1659991182   2004
  4794     1422      4      2       0.0000000000   2004
  4794     1425      4      3       0.0000000000   2004
  4794     1472      4      4       0.0000000000   2004
  4795      176      1      1       4.7492675371   2004
  4795     1422      4      2       0.0000000000   2004
  4795     1425      4      3       0.0000000000   2004
  4795     1472      4      4       0.0000000000   2004
  4796      172      1      1       0.2167791298   2004
  4798      811      4      1       3.8330040640   2004
  4799      811      4      1       1.5254653811   2004
  4800      741      4      1       0.0000000000   2004
  4804     1529      4      1       1.3179067456   2004
  4806     1529      4      1       0.0000000000   2004
  4809     1529      4      1       0.7323318630   2004
  4816     1529      4      1       0.0000000000   2004
  4820      263      1      1       0.0000000000   2004
  4821      993      4      1       0.0000000000   2004
  4837      541      1      1      29.6368653456   2004
  4842      541      1      1      91.4105422366   2004
  4844      541      1      1      85.9407136398   2004
  4847      567      1      1       0.0000000000   2004
  4849      541      1      1      23.2184294683   2004
  4850      567      1      1       0.0000000000   2004
  4855      568      1      1       0.0000000000   2004
  4856      568      1      1       0.0000000000   2004
  4858      541      1      1       0.3211250486   2004
  4861      568      1      1       0.0000000000   2004
  4865      541      1      1      83.4719256624   2004
  4870      562      1      1       0.0000000000   2004
  4875      562      1      1       0.0000000000   2004
  4875     1169      3      2       0.0000000000   2004
  4876      562      1      1       0.0000000000   2004
  4876     1169      3      2       0.0000000000   2004
  4877      562      1      1       0.0000000000   2004
  4877     1169      3      2       0.0000000000   2004
  4878      562      1      1       0.0000000000   2004
  4878     1169      3      2       0.0000000000   2004
  4879      562      1      1      13.3760013315   2004
  4879     1169      3      2       0.0000000000   2004
  4880      562      1      1       0.0000000000   2004
  4880     1169      3      2       0.0000000000   2004
  4881      562      1      1       0.0000000000   2004
  4881     1169      3      2       0.0000000000   2004
  4887      562      1      1       8.2841952837   2004
  4887     1169      3      2       0.0000000000   2004
  4888     1169      3      1       0.0000000000   2004
  4889      520      1      1       5.2523471556   2004
  4889     1169      3      2       0.0000000000   2004
  4890     1169      3      1       1.5128287495   2004
  4891      520      1      1       0.0000000000   2004
  4893       44      1      1       0.0000000000   2004
  4894      520      1      1       7.4101137836   2004
  4894      562      1      2       0.0000000000   2004
  4894     1169      3      3       0.0000000000   2004
  4895     1284      4      1       2.8167719989   2004
  4896      466      1      1       0.0000000000   2004
  4896     1686      4      2       0.0000000000   2004
  4898     1284      4      1       1.0561835422   2004
  4899     1372      4      1       1.0561835422   2004
  4900     1686      4      1       3.5207530838   2004
  4901      466      1      1       0.0000000000   2004
  4902      466      1      1       0.0000000000   2004
  4902     1284      4      2       0.0000000000   2004
  4904      735      4      1       1.6853992694   2004
  4905     1372      4      1       6.6893037103   2004
  4906     1372      4      1      33.7991448387   2004
  4906     1413      4      2       0.0000000000   2004
  4907       78      1      1       0.0000000000   2004
  4908      495      1      1       0.3522024573   2004
  4909      495      1      1      17.0873056808   2004
  4909      735      4      2       0.0000000000   2004
  4909     1372      4      3       0.0000000000   2004
  4909     1413      4      4       0.0000000000   2004
  4917       46      1      1       0.0000000000   2004
  4919     1372      4      1       8.0976897098   2004
  4928     1372      4      1      10.9144617087   2004
  4928     1413      4      2       0.0000000000   2004
  4929      735      4      1       2.2247270356   2004
  4929     1372      4      2       0.0000000000   2004
  4929     1413      4      3       0.0000000000   2004
  4930      466      1      1       0.0000000000   2004
  4930     1686      4      2       0.0000000000   2004
  4931      123      1      1       8.8019052537   2004
  4931     1372      4      2       0.0000000000   2004
  4935       48      1      1       0.0000000000   2004
  4936       48      1      1       0.0000000000   2004
  4937       48      1      1       0.0000000000   2004
  4938       48      1      1       0.0000000000   2004
  4939       48      1      1       0.0000000000   2004
  4940       48      1      1       0.0000000000   2004
  4941       78      1      1       0.0000000000   2004
  4942       78      1      1       0.0000000000   2004
  4942     1372      4      2       0.0000000000   2004
  4942     1413      4      3       0.0000000000   2004
  4943       78      1      1       0.0000000000   2004
  4943      735      4      2       0.0000000000   2004
  4943     1372      4      3       0.0000000000   2004
  4943     1413      4      4       0.0000000000   2004
  4944     1372      4      1       9.5060757093   2004
  4944     1413      4      2       0.0000000000   2004
  4945     1122      4      1       4.2360873933   2004
  4946       84      1      1       0.0000000000   2004
  4947      495      1      1       2.7568406798   2004
  4947      735      4      2       0.0000000000   2004
  4947     1372      4      3       0.0000000000   2004
  4947     1413      4      4       0.0000000000   2004
  4948     1284      4      1      15.8436007920   2004
  4949       78      1      1       0.0000000000   2004
  4949      495      1      2       0.0000000000   2004
  4949     1413      4      3       0.0000000000   2004
  4950      123      1      1       0.9289354465   2004
  4950      495      1      2       0.0000000000   2004
  4950      735      4      3       0.0000000000   2004
  4950     1372      4      4       0.0000000000   2004
  4950     1413      4      5       0.0000000000   2004
  4951       78      1      1       0.0000000000   2004
  4951      123      1      2       0.0000000000   2004
  4951      495      1      3       0.0000000000   2004
  4951     1372      4      4       0.0000000000   2004
  4952       78      1      1       0.0000000000   2004
  4952      123      1      2       0.0000000000   2004
  4952      495      1      3       0.0000000000   2004
  4952     1372      4      4       0.0000000000   2004
  4952     1413      4      5       0.0000000000   2004
  4953      641      4      1       0.0599313191   2004
  4953     1122      4      2       0.0000000000   2004
  4954      123      1      1       0.4045138600   2004
  4954      495      1      2       0.0000000000   2004
  4954     1413      4      3       0.0000000000   2004
  4955      123      1      1       0.9738343387   2004
  4955      495      1      2       0.0000000000   2004
  4955      735      4      3       0.0000000000   2004
  4955     1372      4      4       0.0000000000   2004
  4955     1413      4      5       0.0000000000   2004
  4956      466      1      1       0.0000000000   2004
  4957      466      1      1       0.0000000000   2004
  4957     1284      4      2       0.0000000000   2004
  4958      123      1      1       5.9553576013   2004
  4958      495      1      2       0.0000000000   2004
  4958     1372      4      3       0.0000000000   2004
  4958     1413      4      4       0.0000000000   2004
  4960      641      4      1       0.1498192802   2004
  4961     1122      4      1       0.3745572181   2004
  4962      123      1      1       0.3671897959   2004
  4963     1686      4      1      20.1356246843   2004
  4964      123      1      1       3.1312400889   2004
  4964     1372      4      2       0.0000000000   2004
  4964     1413      4      3       0.0000000000   2004
  4994     1762      5      1       1.6877305869   2004
  4995     1762      5      1       2.2804588079   2004
  4996     1762      5      1      17.8244229994   2004
  4997     1762      5      1       0.0000000000   2004
  4998     1762      5      1       0.0000000000   2004
  4999     1762      5      1       0.0000000000   2004
  5000     1762      5      1       0.0000000000   2004
  5001     1762      5      1       0.0000000000   2004
  5002     1762      5      1       5.2811264441   2004
  5003     1762      5      1      16.3241444036   2004
  5005     1354      3      1       0.0000000000   2004
  5006       79      1      1       0.0000000000   2004
  5013      888      4      1       3.1413206151   2004
  5014      302      1      1       3.0440814563   2004
  5015      888      4      1       0.7292440138   2004
  5016      890      4      1       0.1047173109   2004
  5017      998      4      1       0.0523470640   2004
  5018      890      4      1       0.0560861400   2004
  5031      689      4      1       0.4786779002   2004
  5031     1397      4      2       0.0000000000   2004
  5032      689      4      1       0.8750828810   2004
  5032     1397      4      2       0.0000000000   2004
  5033      689      4      1       0.2617750620   2004
  5033     1397      4      2       0.0000000000   2004
  5034      689      4      1       0.7628907300   2004
  5034     1397      4      2       0.0000000000   2004
  5037      665      4      1      17.3894522225   2004
  5038      811      4      1       2.3559821817   2004
  5048     1454      4      1       1.0994506238   2004
  5048     1455      4      2       0.0000000000   2004
  5048     1456      4      3       0.0000000000   2004
  5049      302      1      1       0.9423978405   2004
  5050      689      4      1       0.1346266070   2004
  5051      665      4      1       0.0149596158   2004
  5052      666      4      1       0.0149596158   2004
  5053      666      4      1       0.0598351515   2004
  5054      666      4      1       0.0074781520   2004
  5055      998      4      1       1.8324254340   2004
  5056      666      4      1       0.7853218742   2004
  5057      666      4      1       5.4225212769   2004
  5058      666      4      1       2.2438032781   2004
  5059      666      4      1       0.0224377678   2004
  5060      666      4      1       0.1794955190   2004
  5061      666      4      1       0.8526484251   2004
  5062      811      4      1       7.0679631045   2004
  5063      811      4      1       0.2617750620   2004
  5064      129      1      1       3.9818073693   2004
  5065      880      4      1       5.9685157925   2004
  5087     1033      3      1       6.4176785429   2004
  5091     1038      4      1     164.4661392808   2004
  5092     1210      3      1       0.6790024915   2004
  5120     1652      3      1      52.8265081469   2004
  5124      920      4      1      29.0975048600   2004
  5125     1703      4      1       0.3386629711   2004
  5127     1070      3      1       7.5981217071   2004
  5128     1070      3      1      27.4266710075   2004
  5129     1070      3      1      45.5278410179   2004
  5130     1070      3      1      11.3049723457   2004
  5131     1070      3      1      29.4480560902   2004
  5132     1070      3      1       5.8121393962   2004
  5133     1070      3      1       1.3123571162   2004
  5134     1070      3      1      24.2342161957   2004
  5135     1070      3      1       0.0000000000   2004
  5136     1070      3      1      46.4366069787   2004
  5137     1070      3      1       0.0000000000   2004
  5138     1070      3      1      15.9215796334   2004
  5139     1070      3      1      29.1862476660   2004
  5140     1070      3      1       4.0681470261   2004
  5161     1070      3      1       1.5967608534   2004
  5162     1805      5      1       3.7142045938   2004
  5163     1805      5      1     148.4087972524   2004
  5163     1070      3      2       0.0000000000   2004
  5165     1741      5      1      99.7907328304   2004
  5167     1741      5      1      60.0791463753   2004
  5169     1741      5      1      54.7326304610   2004
  5170     1092      3      1       0.4117833853   2004
  5180     1092      3      1      12.7283627538   2004
  5180     1210      3      2       0.0000000000   2004
  5181     1024      4      1      21.8923815646   2004
  5181     1664      3      2       0.0000000000   2004
  5183     1179      3      1       0.6555308004   2004
  5184     1210      3      1     206.3646319646   2004
  5185     1092      3      1      15.4122134546   2004
  5185     1210      3      2       0.0000000000   2004
  5188     1070      3      1       0.7992568048   2004
  5190     1181      4      1       0.0000000000   2004
  5191     1805      5      1      63.5181301500   2004
  5191     1070      3      2       0.0000000000   2004
  5193     1091      3      1      88.3581903197   2004
  5194     1149      4      1       0.1693314855   2004
  5203     1628      4      1      44.5254931200   2004
  5203     1629      4      2       0.0000000000   2004
  5204     1549      3      1     165.6492496826   2004
  5210     1805      5      1      25.1029735922   2004
  5210     1070      3      2       0.0000000000   2004
  5211     1805      5      1      64.0123311778   2004
  5211     1070      3      2       0.0000000000   2004
  5212     1805      5      1      85.4801647200   2004
  5212     1070      3      2       0.0000000000   2004
  5213     1805      5      1      29.0478942402   2004
  5213     1070      3      2       0.0000000000   2004
  5214     1805      5      1     341.0749540372   2004
  5214     1070      3      2       0.0000000000   2004
  5215     1805      5      1      43.3018407063   2004
  5215     1070      3      2       0.0000000000   2004
  5216     1805      5      1     114.4411832206   2004
  5216     1070      3      2       0.0000000000   2004
  5217     1805      5      1      49.2948188132   2004
  5217     1070      3      2       0.0000000000   2004
  5218     1805      5      1     157.8475796417   2004
  5218     1070      3      2       0.0000000000   2004
  5219     1805      5      1      58.5341299318   2004
  5219     1070      3      2       0.0000000000   2004
  5220     1805      5      1      58.6205484307   2004
  5220     1070      3      2       0.0000000000   2004
  5221     1805      5      1     173.7627579048   2004
  5221     1070      3      2       0.0000000000   2004
  5222     1805      5      1      70.2029515924   2004
  5222     1070      3      2       0.0000000000   2004
  5224     1092      3      1     203.0540566296   2004
